"City","Population","Violent crime","Murder and nonnegligent manslaughter","Forcible rape","Robbery","Aggravated assault","Property crime","Burglary","Larceny-theft","Motor vehicle theft","Arson1"
"Alpine/Highland","23,143","6","0","1","0","5","263","101","155","7","0"
"American Fork","22,068","29","0","7","6","16","1,050","246","744","60","0"
"Blanding","3,237","6","0","2","0","4","34","13","21","0","1"
"Bountiful","42,424","27","2","9","3","13","975","156","764","55","11"
"Brian Head","120","0","0","0","0","0","31","6","25","0","0"
"Brigham City","18,953","29","1","3","3","22","514","79","413","22","2"
"Cedar City","24,765","36","1","11","5","19","750","107","603","40","3"
"Clearfield","28,306","56","2","9","6","39","918","135","736","47","9"
"Clinton","18,313","6","0","1","1","4","205","35","156","14","0"
"Draper","36,263","26","0","6","7","13","1,083","211","797","75","2"
"Ephraim","5,139","8","0","3","0","5","111","12","95","4","1"
"Grantsville","7,738","8","0","4","1","3","156","19","120","17","4"
"Gunnison","2,788","12","0","0","0","12","130","20","98","12","1"
"Harrisville","5,184","7","0","2","2","3","178","18","151","9","0"
"Heber","9,445","6","0","3","0","3","34","22","7","5","0"
"Helper","1,939","5","0","0","0","5","29","7","18","4","0"
"Hildale","2,037","0","0","0","0","0","1","1","0","0","0"
"Hurricane","11,347","10","0","4","0","6","281","68","200","13","0"
"Kaysville","23,244","12","0","7","1","4","441","66","357","18","2"
"La Verkin","4,239","10","0","4","0","6","63","22","36","5","1"
"Layton","63,795","100","1","30","12","57","1,953","271","1,612","70","12"
"Lehi","32,764","26","0","6","2","18","665","214","411","40","0"
"Logan","48,900","43","1","10","6","26","844","142","678","24","1"
"Mapleton","6,167","2","0","1","1","0","81","23","57","1","0"
"Midvale","28,055","90","1","20","25","44","1,618","207","1,177","234","3"
"Moab","4,964","17","0","4","1","12","196","34","144","18","3"
"Monticello","1,975","2","0","1","0","1","11","0","11","0","0"
"Naples","1,507","2","1","0","0","1","121","20","86","15","0"
"Nephi","5,209","7","0","1","0","6","95","25","65","5","0"
"North Ogden","17,081","5","0","2","0","3","305","43","258","4","2"
"North Park","9,900","3","0","0","0","3","171","28","138","5","0"
"Ogden","80,861","415","2","37","123","253","5,029","820","3,773","436","0"
"Orem","92,637","60","1","16","18","25","2,564","269","2,152","143","1"
"Park City","8,329","26","0","9","3","14","534","77","427","30","0"
"Parowan","2,615","1","0","0","0","1","11","2","8","1","0"
"Payson","16,978","16","0","5","3","8","491","113","353","25","0"
"Perry","3,181","1","0","0","0","1","64","15","45","4","1"
"Pleasant Grove/Lindon","40,327","20","0","4","4","12","992","143","804","45","0"
"Pleasant View","6,351","2","0","2","0","0","144","28","116","0","0"
"Price","8,344","18","0","3","6","9","396","42","339","15","3"
"Provo","117,156","169","2","38","24","105","2,859","541","2,121","197","19"
"Richfield","7,274","7","0","3","0","4","291","45","243","3","1"
"Riverdale","8,193","10","0","3","3","4","439","53","374","12","0"
"Roosevelt","4,701","6","1","1","0","4","225","28","185","12","0"
"Roy","36,377","46","0","14","8","24","685","91","564","30","11"
"Salem","4,879","0","0","0","0","0","113","29","77","7","0"
"Salina","2,460","7","0","2","2","3","111","14","94","3","0"
"Salt Lake City","183,901","1,494","8","95","507","884","15,420","2,244","11,136","2,040","58"
"Sandy","92,586","151","0","23","29","99","3,161","522","2,404","235","18"
"Santaquin/Genola","8,330","4","0","2","0","2","150","22","123","5","0"
"Smithfield","7,836","6","0","4","0","2","125","17","104","4","0"
"South Jordan","41,519","35","0","7","6","22","876","131","673","72","1"
"South Ogden","15,690","16","0","5","3","8","397","82","300","15","3"
"South Salt Lake","22,109","187","2","40","48","97","2,276","367","1,501","408","5"
"Spanish Fork","27,473","20","0","8","1","11","669","126","522","21","5"
"Springville","26,134","32","0","9","3","20","654","104","522","28","2"
"Stockton","592","0","0","0","0","0","4","0","4","0","0"
"Sunset","5,108","5","0","0","0","5","140","37","99","4","1"
"Syracuse","18,523","7","1","1","1","4","229","71","148","10","1"
"Taylorsville City","59,899","141","1","22","34","84","2,576","344","1,908","324","7"
"Tooele","29,293","59","0","18","5","36","865","147","649","69","9"
"Tremonton","6,491","6","0","0","0","6","255","48","198","9","0"
"Washington","14,114","18","0","3","2","13","315","61","228","26","0"
"Wendover","1,673","12","0","2","0","10","55","11","40","4","0"
"West Bountiful","5,056","20","0","1","2","17","112","7","101","4","0"
"West Jordan","94,424","173","1","27","36","109","3,329","466","2,560","303","10"
"West Valley","116,992","473","3","69","113","288","5,783","877","4,047","859","31"
"Woods Cross","8,280","10","0","3","3","4","220","43","157","20","1"
