"City","Population","Violent crime","Murder and nonnegligent manslaughter","Forcible rape","Robbery","Aggravated assault","Property crime","Burglary","Larceny-theft","Motor vehicle theft","Arson1"
"Adrian","1,852","2","0","1","1","0","12","3","7","2","1"
"Advance","1,225","2","1","0","0","1","11","2","9","0","0"
"Alma","381","0","0","0","0","0","0","0","0","0","0"
"Alton","653","2","0","1","0","1","2","1","1","0","1"
"Anderson","1,916","2","0","0","0","2","82","7","69","6","1"
"Annapolis","300","0","0","0","0","0","0","0","0","0","0"
"Appleton City","1,328","4","0","0","0","4","33","1","32","0","0"
"Arbyrd","511","0","0","0","0","0","3","1","2","0","0"
"Archie","965","0","0","0","0","0","26","4","19","3","0"
"Arnold","20,562","37","0","3","6","28","1,391","82","1,277","32","1"
"Ash Grove","1,502","2","0","0","0","2","13","3","10","0","1"
"Ashland","2,191","6","0","0","0","6","45","11","30","4","0"
"Aurora","7,360","37","1","1","1","34","647","132","476","39","1"
"Auxvasse","1,003","5","0","0","1","4","23","6","15","2","0"
"Ava","3,101","21","0","0","2","19","116","27","78","11","3"
"Ballwin","30,704","14","0","3","4","7","288","46","232","10","0"
"Bates City","242","0","0","0","0","0","24","4","19","1","0"
"Battlefield","3,638","3","0","1","0","2","84","29","51","4","0"
"Bella Villa","660","2","0","0","0","2","8","2","4","2","0"
"Belle","1,358","0","0","0","0","0","6","0","4","2","1"
"Bellefontaine Neighbors2","10,694"," ","0","3"," ","32","433","118","235","80","4"
"Bellerive","261","0","0","0","0","0","4","0","3","1","0"
"Bellflower","417","0","0","0","0","0","2","2","0","0","0"
"Bel-Nor","1,537","1","0","0","1","0","43","13","24","6","2"
"Bel-Ridge","2,992","38","0","4","9","25","155","44","83","28","2"
"Belton","24,316","57","0","8","8","41","651","69","535","47","4"
"Berkeley","9,701","106","1","6","27","72","627","200","304","123","6"
"Bernie","1,814","2","0","0","0","2","19","13","3","3","0"
"Bethany","3,082","11","0","1","0","10","78","19","59","0","0"
"Beverly Hills","579","0","0","0","0","0","4","4","0","0","0"
"Billings","1,150","2","0","0","0","2","36","3","28","5","0"
"Birch Tree","624","6","0","0","0","6","13","11","1","1","0"
"Blackburn","280","0","0","0","0","0","0","0","0","0","0"
"Bland","575","0","0","0","0","0","5","5","0","0","0"
"Bloomfield","1,902","9","0","0","0","9","30","9","21","0","0"
"Blue Springs","53,487","98","1","11","21","65","1,754","242","1,377","135","12"
"Bolivar","10,253","66","0","8","4","54","422","74","332","16","5"
"Bonne Terre","6,568","9","0","2","2","5","65","13","44","8","0"
"Boonville","8,732","14","0","1","4","9","229","30","194","5","0"
"Bourbon","1,418","14","0","1","0","13","34","2","30","2","0"
"Bowling Green","5,223","6","0","0","0","6","118","27","88","3","1"
"Branson","7,061","150","1","9","10","130","1,088","127","929","32","0"
"Branson West","489","1","0","0","0","1","24","1","22","1","0"
"Braymer","969","1","0","0","0","1","12","4","8","0","0"
"Breckenridge Hills","4,642","20","1","2","4","13","246","44","166","36","3"
"Brentwood","7,419","16","1","7","4","4","313","26","270","17","0"
"Bridgeton","15,371","95","0","7","17","71","994","120","779","95","5"
"Brookfield","4,539","5","0","1","1","3","116","23","85","8","0"
"Bucklin","500","1","0","0","0","1","4","2","1","1","2"
"Buckner","2,744","12","0","0","0","12","135","21","102","12","1"
"Buffalo","3,028","11","0","0","1","10","173","31","138","4","2"
"Bunker","440","0","0","0","0","0","0","0","0","0","0"
"Butler","4,280","0","0","0","0","0","122","31","87","4","0"
"Butterfield Village","419","0","0","0","0","0","0","0","0","0","0"
"Byrnes Mill","2,766","1","0","0","0","1","10","4","5","1","0"
"Cabool","2,156","6","1","1","1","3","41","12","25","4","1"
"California","4,167","33","0","3","1","29","89","23","66","0","2"
"Calverton Park","1,313","2","0","0","0","2","10","4","4","2","0"
"Camden Point","551","0","0","0","0","0","0","0","0","0","0"
"Camdenton","3,083","18","0","1","0","17","172","26","144","2","2"
"Cameron","9,208","11","0","1","0","10","178","21","149","8","4"
"Campbell","1,886","0","0","0","0","0","38","1","33","4","0"
"Canton","2,520","21","0","0","0","21","49","14","34","1","2"
"Cape Girardeau","36,469","229","1","9","33","186","1,983","279","1,649","55","10"
"Cardwell","756","2","0","0","1","1","14","2","9","3","0"
"Carl Junction","6,530","9","0","0","0","9","149","37","106","6","0"
"Carterville","1,930","5","0","2","0","3","48","11","33","4","1"
"Carthage","13,192","31","0","3","6","22","401","74","298","29","4"
"Caruthersville","6,497","25","0","1","8","16","309","83","214","12","1"
"Cassville","3,118","6","0","0","0","6","128","26","98","4","1"
"Center","642","3","0","0","0","3","6","2","2","2","0"
"Centralia3","3,684","23","0","2","0","21","99","13","80","6","1"
"Chaffee","3,028","5","0","0","1","4","68","10","55","3","0"
"Charlack","1,390","3","0","1","0","2","70","4","61","5","0"
"Charleston","5,166","22","1","0","1","20","125","29","86","10","0"
"Chesterfield","47,364","33","0","1","5","27","769","89","667","13","3"
"Chillicothe","8,749","15","1","3","1","10","307","45","246","16","3"
"Clarkson Valley","2,621","2","0","0","0","2","38","4","33","1","0"
"Clarkton","1,289","5","0","2","0","3","28","10","17","1","0"
"Claycomo","1,289","7","0","2","1","4","52","7","39","6","0"
"Clayton","16,178","20","1","0","4","15","412","70","308","34","5"
"Cleveland","679","1","0","0","0","1","19","4","12","3","0"
"Clever","1,251","2","0","0","0","2","3","2","1","0","0"
"Clinton","9,483","16","0","2","3","11","451","70","353","28","3"
"Cole Camp","1,168","1","0","0","0","1","18","11","6","1","0"
"Columbia","92,485","460","2","23","113","322","3,105","544","2,335","226","12"
"Concordia","2,431","5","0","0","1","4","39","10","27","2","0"
"Cool Valley","1,041","10","0","0","2","8","85","15","55","15","0"
"Cooter","440","0","0","0","0","0","2","1","1","0","0"
"Corder","429","0","0","0","0","0","8","3","5","0","0"
"Cottleville","2,350","3","0","0","0","3","36","1","35","0","0"
"Country Club Hills","1,328","3","0","1","1","1","50","17","26","7","1"
"Country Club Village","1,911","2","0","0","0","2","26","8","16","2","0"
"Crane","1,453","1","0","0","0","1","21","4","16","1","1"
"Crestwood","11,776","13","0","0","4","9","699","19","665","15","0"
