"City","Population","Violent crime","Murder and nonnegligent manslaughter","Forcible rape","Robbery","Aggravated assault","Property crime","Burglary","Larceny-theft","Motor vehicle theft","Arson1"
"Anawalt","247","0","0","0","0","0","0","0","0","0","0"
"Barboursville","3,188","9","0","0","1","8","378","20","353","5","1"
"Beckley","16,951","167","0","4","40","123","1,186","167","947","72","7"
"Bluefield","11,129","45","0","4","11","30","369","111","223","35","11"
"Bramwell","412","0","0","0","0","0","0","0","0","0","0"
"Bridgeport","7,493","7","1","2","0","4","239","28","202","9","1"
"Buckhannon","5,692","15","0","1","1","13","106","29","70","7","1"
"Cameron","1,143","1","0","0","0","1","9","3","6","0","0"
"Ceredo","1,632","5","0","2","0","3","58","10","47","1","0"
"Charleston","51,221","508","2","19","112","375","3,559","729","2,603","227","14"
"Charles Town","3,707","6","0","1","0","5","92","13","74","5","0"
"Clarksburg","16,454","67","2","8","14","43","727","159","518","50","11"
"Clearview","564","0","0","0","0","0","0","0","0","0","0"
"Dunbar","7,747","29","3","4","6","16","293","168","99","26","4"
"Elkins","7,115","29","0","1","2","26","221","52","159","10","1"
"Fairmont","19,066","51","1","6","10","34","400","111","255","34","8"
"Follansbee","2,974","1","0","0","0","1","28","10","17","1","2"
"Fort Gay","819","8","0","0","0","8","3","2","1","0","0"
"Gauley Bridge","707","0","0","0","0","0","13","5","8","0","0"
"Glen Dale","1,476","4","0","0","2","2","50","15","34","1","1"
"Glenville","1,483","1","0","0","0","1","11","4","6","1","0"
"Henderson","315","0","0","0","0","0","0","0","0","0","0"
"Hinton","2,698","12","1","0","1","10","53","19","34","0","0"
"Hundred","335","0","0","0","0","0","0","0","0","0","0"
"Huntington","49,242","349","0","45","180","124","3,834","1,208","2,321","305","9"
"Hurricane","5,973","4","0","0","2","2","189","18","151","20","0"
"Kenova","3,394","5","0","0","0","5","164","34","117","13","0"
"Kermit","227","0","0","0","0","0","0","0","0","0","0"
"Keyser","5,415","15","0","5","6","4","193","43","144","6","0"
"Lewisburg","3,598","1","0","1","0","0","42","2","37","3","0"
"Logan","1,548","28","0","0","10","18","271","64","201","6","2"
"Man","717","0","0","0","0","0","1","0","1","0","0"
"Marlinton","1,248","0","0","0","0","0","9","4","5","0","0"
"Martinsburg","16,010","117","0","4","40","73","893","116","728","49","4"
"Matoaka","306","0","0","0","0","0","0","0","0","0","0"
"McMechen","1,833","0","0","0","0","0","22","6","13","3","0"
"Milton","2,264","8","2","0","3","3","71","19","48","4","0"
"Montgomery","2,032","2","0","0","1","1","49","17","31","1","0"
"Moorefield","2,410","4","0","0","0","4","52","14","35","3","0"
"Morgantown","28,317","113","1","26","29","57","1,013","233","739","41","3"
"Moundsville","9,575","19","0","5","2","12","207","51","140","16","4"
"New Martinsville","5,796","3","0","0","0","3","81","16","60","5","0"
"Nitro","6,756","13","0","0","2","11","262","72","172","18","3"
"Paden City","2,739","0","0","0","0","0","7","0","5","2","0"
"Parkersburg","32,048","93","2","16","27","48","1,719","392","1,203","124","28"
"Philippi","2,829","10","0","1","0","9","51","11","34","6","2"
"Piedmont","944","0","0","0","0","0","0","0","0","0","0"
"Point Pleasant","4,485","21","0","0","4","17","196","40","149","7","0"
"Princeton","6,228","95","2","2","7","84","488","88","372","28","5"
"Ranson","3,796","11","0","0","4","7","64","8","42","14","0"
"Ravenswood","3,995","4","0","0","0","4","17","1","14","2","0"
"Ripley","3,269","4","0","0","0","4","79","10","63","6","1"
"Rivesville","914","0","0","0","0","0","12","2","9","1","0"
"Romney","1,977","3","0","0","0","3","18","3","15","0","1"
"Ronceverte","1,545","3","0","0","2","1","32","4","26","2","1"
"Shinnston","2,242","4","0","0","1","3","58","3","54","1","0"
"Sophia","1,261","1","0","0","0","1","41","10","27","4","1"
"South Charleston","12,711","69","0","3","12","54","609","97","475","37","4"
"Spencer","2,260","3","0","0","0","3","86","8","75","3","0"
"St. Albans","11,115","21","0","0","5","16","367","83","234","50","4"
"Star City","1,370","4","0","0","0","4","27","6","20","1","0"
"Summersville","3,372","2","0","0","0","2","58","5","49","4","0"
"Triadelphia","797","0","0","0","0","0","0","0","0","0","0"
"Welch","2,373","12","0","0","2","10","137","29","107","1","1"
"West Milford","647","0","0","0","0","0","0","0","0","0","0"
"Weston","4,245","3","1","0","1","1","9","1","7","1","0"
"Westover","3,929","16","0","0","5","11","77","21","51","5","1"
"Wheeling","29,665","118","1","18","26","73","985","245","652","88","8"
"White Sulphur Springs","2,354","2","0","0","0","2","5","0","4","1","0"
"Williamson","3,184","11","0","0","0","11","40","8","27","5","1"
"Williamstown","2,958","1","0","0","1","0","55","2","48","5","0"
