"City","Population","Violent crime","Murder and nonnegligent manslaughter","Forcible rape","Robbery","Aggravated assault","Property crime","Burglary","Larceny-theft","Motor vehicle theft","Arson1"
"Apache Junction2","33,532","163","0","13","19","131"," "," ","1,280","225","14"
"Benson","5,123","11","0","1","4","6","246","55","163","28","1"
"Bisbee","6,413","15","0","0","0","15","272","46","212","14","0"
"Bullhead City","40,596","160","1","6","39","114","2,049","472","1,349","228","19"
"Camp Verde","10,543","50","0","4","0","46","274","37","204","33","4"
"Casa Grande","34,111","248","1","4","49","194","3,093","1,042","1,678","373","17"
"Chandler","243,919","959","9","56","236","658","8,724","1,401","6,152","1,171","70"
"Chino Valley","10,081","15","0","1","1","13","189","52","126","11","2"
"Clarkdale","3,896","13","0","0","0","13","55","20","28","7","0"
"Clifton","2,352","3","0","0","0","3","24","7","14","3","1"
"Colorado City","4,538","1","0","0","1","0","6","3","2","1","0"
"Coolidge","8,466","81","1","4","24","52","790","213","476","101","13"
"Cottonwood","11,310","44","0","0","2","42","438","54","357","27","5"
"Eagar","4,284","16","0","0","0","16","93","26","57","10","1"
"El Mirage","23,018","122","2","12","17","91","835","194","458","183","14"
"Eloy","11,270","83","0","4","33","46","676","196","418","62","25"
"Flagstaff","59,585","428","3","46","89","290","4,024","497","3,340","187","59"
"Florence3","17,705","38","1","0","1","36"," "," ","103","21","0"
"Fredonia","1,091","2","0","0","0","2","5","3","2","0","0"
"Gilbert","180,640","254","3","37","53","161","4,935","949","3,516","470","23"
"Glendale","248,587","1,539","21","75","466","977","12,094","3,756","5,625","2,713","85"
"Globe","7,462","72","0","0","2","70","394","90","284","20","1"
"Goodyear","45,621","90","0","14","27","49","2,675","1,443","862","370","4"
"Holbrook","5,322","91","0","8","3","80","432","116","298","18","7"
"Huachuca City","1,962","2","0","0","0","2","44","14","21","9","0"
"Kearny","2,871","18","0","0","0","18","54","16","38","0","0"
"Kingman","26,524","123","4","7","29","83","2,164","465","1,503","196","15"
"Lake Havasu City","57,453","101","3","10","11","77","1,715","321","1,243","151","11"
"Mammoth","2,250","13","0","0","0","13","28","11","15","2","0"
"Marana","27,096","78","1","4","14","59","1,167","235","796","136","7"
"Mesa","459,705","2,003","26","203","508","1,266","21,304","3,283","14,367","3,654","38"
"Miami","1,911","37","0","0","3","34","99","47","49","3","6"
"Nogales","21,629","79","0","0","14","65","573","117","322","134","3"
"Oro Valley","39,907","29","1","2","5","21","741","101","578","62","9"
"Paradise Valley","15,114","14","0","0","3","11","341","202","124","15","2"
"Payson","15,292","14","1","2","1","10","394","100","280","14","2"
"Peoria","143,483","317","2","41","77","197","5,719","1,075","3,672","972","20"
"Phoenix","1,517,443","11,194","234","550","4,363","6,047","90,050","16,150","49,811","24,089","525"
"Pima","2,040","5","0","0","0","5","53","10","39","4","0"
"Prescott","41,903","181","3","12","32","134","1,541","318","1,133","90","19"
"Prescott Valley","34,332","207","2","15","9","181","910","187","687","36","4"
"Quartzsite","3,527","17","0","2","0","15","123","3","108","12","1"
"Sahuarita","9,351","30","0","6","2","22","445","54","348","43","1"
"Scottsdale","234,652","505","5","65","153","282","8,315","1,721","5,476","1,118","50"
"Sedona","11,649","23","0","3","2","18","241","43","185","13","0"
"Show Low","10,382","98","0","7","2","89","478","159","294","25","1"
"Sierra Vista","43,510","109","1","10","16","82","1,957","217","1,575","165","12"
"Snowflake-Taylor","9,101","79","0","0","1","78","270","75","179","16","3"
"Somerton","10,456","20","0","1","2","17","224","32","164","28","1"
"South Tucson","5,775","156","1","3","55","97","960","134","733","93","3"
"Springerville","2,031","20","0","3","0","17","95","28","63","4","0"
"St. Johns","3,673","23","0","0","0","23","216","78","129","9","2"
"Surprise","77,255","106","0","17","21","68","2,253","360","1,610","283","11"
"Tempe","167,303","1,094","5","71","426","592","12,589","1,795","8,374","2,420","74"
"Thatcher","4,279","4","1","0","0","3","141","27","110","4","2"
"Tolleson3","6,202","69","0","3","26","40"," ","386","518"," ","5"
"Tucson4","535,232","4,580","51","294","1,675","2,560"," ","5,121"," ","7,376","301"
"Wellton","1,933","9","0","0","0","9","45","15","29","1","0"
"Wickenburg","6,462","11","0","0","0","11","181","51","110","20","0"
"Willcox","3,913","8","0","3","0","5","316","90","191","35","2"
"Williams","3,212","34","0","0","3","31","137","13","121","3","3"
"Winslow","10,311","52","1","2","8","41","506","105","372","29","8"
"Youngtown","4,175","32","1","2","2","27","141","54","54","33","0"
"Yuma","87,925","542","3","33","84","422","4,066","809","2,512","745","45"
