"City","Population","Violent crime","Murder and nonnegligent manslaughter","Forcible rape","Robbery","Aggravated assault","Property crime","Burglary","Larceny-theft","Motor vehicle theft","Arson1"
"Bethany Beach","954","9","0","1","1","7","148","21","127","0","0"
"Blades","1,011","4","0","1","0","3","23","5","18","0","0"
"Bridgeville","1,597","12","0","0","0","12","63","15","47","1","0"
"Camden","2,308","14","0","2","3","9","169","14","149","6","0"
"Cheswold","349","4","0","0","1","3","26","2","23","1","0"
"Clayton","1,417","6","0","1","1","4","20","6","14","0","0"
"Dagsboro","562","0","0","0","0","0","6","2","4","0","0"
"Delaware City","1,528","8","0","0","2","6","33","11","21","1","0"
"Delmar","1,500","6","0","2","1","3","71","25","43","3","0"
"Dewey Beach","315","21","0","1","1","19","92","22","69","1","1"
"Dover","34,693","289","2","17","47","223","1,702","142","1,435","125","12"
"Ellendale","348","2","0","0","0","2","6","1","5","0","0"
"Elsmere","5,790","24","0","2","10","12","221","54","130","37","1"
"Felton","848","2","0","1","0","1","17","1","16","0","0"
"Fenwick Island","361","0","0","0","0","0","1","0","1","0","0"
"Georgetown","4,969","84","0","6","28","50","226","52","164","10","1"
"Greenwood","893","3","0","0","2","1","21","2","19","0","0"
"Harrington","3,274","25","0","4","1","20","121","42","74","5","1"
"Laurel","3,867","69","0","5","11","53","207","43","149","15","1"
"Lewes","3,153","3","0","1","0","2","109","41","66","2","0"
"Milford","7,286","63","0","3","16","44","489","65","398","26","0"
"Millsboro","2,535","13","0","1","4","8","144","45","93","6","0"
"Milton","1,812","15","0","2","3","10","105","45","59","1","1"
"Newark","30,415","183","0","14","78","91","1,169","215","840","114","10"
"New Castle","4,893","38","0","3","10","25","279","42","218","19","0"
"Newport","1,119","16","1","0","1","14","41","10","28","3","0"
"Ocean View","1,107","6","0","1","0","5","34","14","18","2","0"
"Rehoboth Beach","1,574","13","0","4","1","8","235","25","206","4","0"
"Seaford","7,080","82","2","6","32","42","409","79","318","12","0"
"Selbyville","1,763","7","0","0","1","6","51","11","39","1","0"
"Smyrna","7,500","46","0","5","11","30","243","26","199","18","3"
"South Bethany","520","0","0","0","0","0","8","1","7","0","0"
"Wilmington","73,645","1,354","19","48","565","722","4,090","972","2,345","773","4"
"Wyoming","1,257","8","0","2","1","5","36","11","23","2","0"
