"City","Population","Violent crime","Murder and nonnegligent manslaughter","Forcible rape","Robbery","Aggravated assault","Property crime","Burglary","Larceny-theft","Motor vehicle theft","Arson1"
"Aberdeen","6,205","24","1","5","4","14","150","33","110","7","0"
"Amory2","7,388","8","0","1","3","4","311","59","242","10","2"
"Batesville","7,680","16","1","0","11","4","429","67","335","27","0"
"Bay St. Louis","8,287","22","0","4","11","7","450","103","319","28","2"
"Belzoni","2,532","0","0","0","0","0","0","0","0","0","0"
"Booneville","8,554","9","0","0","4","5","193","60","132","1","0"
"Brandon","19,320","5","0","2","1","2","200","38","146","16","4"
"Brookhaven","9,871","18","2","0","7","9","270","29","231","10","0"
"Bruce","2,025","1","0","0","0","1","0","0","0","0","0"
"Byhalia","713","6","0","0","2","4","89","22","52","15","0"
"Canton","12,462","59","1","11","15","32","417","226","183","8","0"
"Charleston","2,047","23","0","1","3","19","93","31","60","2","2"
"Cleveland","12,772","28","1","0","6","21","746","112","617","17","1"
"Collins","2,751","12","1","0","9","2","149","37","101","11","0"
"Columbia","6,385","8","1","5","2","0","1","0","0","1","0"
"Columbus","24,337","61","4","4","30","23","1,061","179","841","41","2"
"Corinth","14,205","64","1","11","23","29","1,011","246","740","25","1"
"Edwards","1,300","6","0","0","0","6","10","2","8","0","0"
"Fulton","4,087","2","0","1","0","1","79","15","61","3","1"
"Gloster","1,056","10","0","0","2","8","8","7","1","0","0"
"Greenville2","38,584","206","5","16","70","115","2,377","928","1,338","111","74"
"Greenwood","17,281","118","5","5","43","65","1,038","339","611","88","0"
"Grenada","14,516","90","3","5","29","53","634","165","426","43","0"
"Gulfport","72,202","280","12","25","150","93","5,216","1,430","3,372","414","26"
"Hattiesburg","47,006","226","10","18","125","73","2,777","816","1,694","267","20"
"Heidelberg","807","1","1","0","0","0","25","3","15","7","0"
"Holly Springs","7,985","68","1","3","17","47","252","47","166","39","1"
"Horn Lake","22,071","34","0","1","21","12","1,175","169","905","101","1"
"Indianola","11,280","86","0","16","14","56","618","188","409","21","6"
"Iuka","2,976","13","0","2","1","10","77","22","49","6","0"
"Jackson","177,334","1,736","40","160","1,022","514","13,208","3,817","7,534","1,857","65"
"Kosciusko","7,308","21","1","1","7","12","226","106","120","0","0"
"Laurel2","18,232","183","4","19","121","39","1,532","508","962","62","3"
"Leakesville","1,003","0","0","0","0","0","0","0","0","0","0"
"Leland","5,138","23","1","0","3","19","203","72","129","2","1"
"Lexington","1,934","9","1","0","1","7","17","10","7","0","0"
"Long Beach","17,221","7","1","0","3","3","315","28","271","16","0"
"Louisville","6,772","8","0","0","2","6","114","58","56","0","0"
"Lucedale","2,880","7","2","0","1","4","91","19","72","0","0"
"Madison","16,677","7","0","1","4","2","211","10","195","6","0"
"Magee","4,278","5","1","1","2","1","115","27","76","12","0"
"Magnolia","2,071","3","0","0","0","3","42","17","21","4","0"
"McComb","13,196","50","0","2","28","20","844","178","611","55","0"
"Meridian","38,466","201","2","34","70","95","1,910","776","1,017","117","12"
"Morton","3,429","5","0","0","4","1","43","26","11","6","1"
"Moss Point","15,070","105","5","12","48","40","1,350","491","624","235","3"
"Natchez","16,905","47","2","8","12","25","938","173","755","10","0"
"New Albany","7,980","34","0","1","5","28","59","24","28","7","3"
"Newton","3,687","13","1","2","2","8","79","39","36","4","0"
"Olive Branch","27,863","96","1","17","31","47","2,025","342","1,560","123","4"
"Oxford","13,569","35","0","3","4","28","399","85","290","24","0"
"Pascagoula","25,082","116","2","26","74","14","2,236","798","1,113","325","1"
"Pass Christian","6,826","14","0","1","4","9","252","70","168","14","2"
"Pearl","23,028","102","0","45","19","38","864","247","544","73","3"
"Pelahatchie","1,485","0","0","0","0","0","0","0","0","0","0"
"Petal","10,052","13","0","3","6","4","155","68","75","12","0"
"Philadelphia","7,590","45","0","7","26","12","355","97","237","21","0"
"Picayune","10,791","40","0","7","9","24","498","74","384","40","5"
"Port Gibson","1,759","4","1","2","1","0","22","10","11","1","0"
"Richland","7,026","21","0","12","1","8","328","103","213","12","0"
"Ridgeland","21,159","55","1","0","21","33","761","65","655","41","1"
"Ripley","5,613","11","0","0","0","11","92","32","51","9","0"
"Roxie","562","0","0","0","0","0","0","0","0","0","0"
"Southaven","38,700","93","1","10","39","43","1,682","239","1,288","155","1"
"Starkville","22,051","72","0","9","26","37","620","182","420","18","0"
"Summit","1,597","0","0","0","0","0","82","23","57","2","0"
"Tupelo","35,544","102","1","21","41","39","1,692","332","1,247","113","2"
"Vicksburg","25,659","234","2","32","37","163","1,895","445","1,344","106","20"
"West Point","11,540","31","0","4","9","18","408","153","253","2","1"
"Winona","4,916","7","0","1","4","2","22","9","11","2","0"
