"City","Population","Violent crime","Murder and nonnegligent manslaughter","Forcible rape","Robbery","Aggravated assault","Property crime","Burglary","Larceny-theft","Motor vehicle theft","Arson1"
"Adrian","21,730","145","1","36","20","88","835","154","630","51","6"
"Adrian Township","6,803","0","0","0","0","0","16","3","12","1","0"
"Albion","9,325","101","0","7","19","75","365","96","263","6","1"
"Algonac","4,587","19","0","5","0","14","54","9","44","1","1"
"Allegan","4,951","72","0","1","1","70","110","15","89","6","0"
"Allen Park","28,013","44","0","6","10","28","662","250","280","132","6"
"Alma","9,237","6","0","3","0","3","20","14","6","0","0"
"Almont","2,867","14","0","1","1","12","102","23","73","6","0"
"Alpena","10,765","45","0","6","4","35","394","79","303","12","4"
"Ann Arbor","112,989","344","0","32","85","227","2,923","631","2,119","173","22"
"Argentine Township","7,163","9","0","5","0","4","140","28","104","8","1"
"Armada","1,646","0","0","0","0","0","31","8","19","4","0"
"Auburn Hills","20,959","78","0","8","36","34","1,147","111","950","86","5"
"Bad Axe","3,238","9","0","1","0","8","144","11","131","2","2"
"Bangor","1,877","8","0","1","2","5","89","8","78","3","0"
"Baraga","1,249","2","0","1","0","1","16","1","13","2","0"
"Bath Township","10,559","10","0","1","2","7","128","21","90","17","0"
"Battle Creek","62,628","781","7","67","116","591","3,477","831","2,428","218","23"
"Bay City","34,792","145","0","29","32","84","1,340","340","880","120","9"
"Beaverton","1,115","4","0","1","0","3","15","2","13","0","0"
"Belding","5,880","16","0","2","1","13","313","40","266","7","2"
"Benton Harbor","10,722","174","2","9","10","153","384","136","209","39","4"
"Benton Township","15,894","177","1","7","42","127","1,471","195","1,197","79","10"
"Berkley","15,051","16","0","2","4","10","207","41","149","17","1"
"Berrien Springs-Oronoko Township","9,627","11","0","4","0","7","187","31","154","2","3"
"Beverly Hills","10,061","12","0","1","7","4","172","25","146","1","1"
"Big Rapids","10,677","32","0","7","6","19","308","65","232","11","3"
"Birch Run","1,715","12","0","2","0","10","159","9","148","2","0"
"Birmingham","19,033","48","0","3","8","37","527","81","417","29","2"
"Blackman Township","24,785","51","0","8","9","34","578","96","455","27","4"
"Blissfield","3,248","1","0","1","0","0","48","8","40","0","0"
"Bloomfield Hills","3,841","3","0","1","0","2","76","9","63","4","0"
"Bloomfield Township","41,547","28","1","4","13","10","727","137","551","39","4"
"Bloomingdale","510","2","0","0","1","1","21","4","17","0","0"
"Boyne City","3,284","10","0","5","1","4","120","11","104","5","0"
"Breckenridge","1,315","1","0","0","0","1","5","2","3","0","0"
"Bridgeport Township","11,301","38","0","1","3","34","342","109","200","33","1"
"Bridgman","2,443","5","0","0","1","4","96","14","80","2","1"
"Brighton","7,121","11","0","1","3","7","282","22","251","9","1"
"Bronson","2,340","5","0","0","0","5","67","7","58","2","0"
"Brownstown Township","29,074","76","1","13","9","53","643","130","413","100","6"
"Buchanan","4,520","1","0","0","0","1","15","3","12","0","0"
"Buena Vista Township","9,836","130","2","11","19","98","515","197","264","54","13"
"Burr Oak","769","0","0","0","0","0","6","0","6","0","0"
"Burton","30,839","126","1","11","33","81","1,447","343","921","183","6"
"Cadillac","10,142","37","0","12","3","22","512","75","414","23","0"
"Calumet","810","4","0","0","0","4","17","6","10","1","3"
"Cambridge Township","5,878","0","0","0","0","0","5","0","5","0","0"
"Canton Township","85,862","102","3","32","15","52","1,708","309","1,258","141","17"
"Capac","2,227","4","0","1","0","3","56","3","52","1","0"
"Carleton","2,867","5","0","0","0","5","37","4","33","0","0"
"Caro","4,183","13","0","3","1","9","177","17","152","8","0"
"Carrollton Township","6,261","15","0","3","2","10","226","57","155","14","2"
"Carsonville","492","0","0","0","0","0","2","1","1","0","0"
"Caseville","885","2","0","1","0","1","43","4","39","0","0"
"Caspian","2,086","1","0","0","0","1","9","2","6","1","1"
"Cass City","2,600","2","0","0","0","2","47","5","40","2","0"
"Cedar Springs","3,226","13","0","2","1","10","89","18","69","2","0"
"Center Line","8,287","23","0","4","6","13","335","49","168","118","1"
"Charlevoix","2,769","7","0","3","1","3","75","11","63","1","0"
"Charlotte","9,046","40","0","17","6","17","279","50","219","10","1"
"Cheboygan","5,178","21","0","6","2","13","196","24","165","7","1"
"Chelsea","4,789","3","0","0","0","3","142","17","120","5","2"
"Chesterfield Township","43,729","180","1","11","18","150","1,152","157","910","85","7"
"Chikaming Township","3,700","8","2","0","2","4","73","17","54","2","0"
"Chocolay Township","6,000","1","0","0","0","1","56","5","48","3","0"
"Clare","3,225","5","0","0","0","5","177","15","157","5","0"
"Clawson","12,306","7","0","3","1","3","144","30","101","13","1"
"Clayton Township","7,770","3","0","0","0","3","117","38","69","10","1"
"Clay Township","9,842","8","0","3","0","5","140","39","95","6","1"
"Clinton","2,348","2","0","0","0","2","50","5","42","3","0"
"Clinton Township","96,587","328","1","21","77","229","2,461","522","1,623","316","16"
"Clio","2,612","9","0","1","0","8","110","22","85","3","1"
"Coldwater","10,756","35","0","9","2","24","568","74","474","20","0"
"Coleman","1,263","3","0","0","1","2","37","10","27","0","0"
"Coloma Township","6,720","13","0","4","0","9","215","74","138","3","0"
"Colon","1,186","2","0","0","0","2","34","1","33","0","0"
"Columbia Township","7,610","27","0","0","2","25","185","24","149","12","1"
"Constantine","2,156","13","0","2","2","9","123","13","99","11","4"
"Covert Township","3,130","26","0","0","4","22","99","30","61","8","1"
"Croswell","2,542","5","0","0","0","5","72","11","57","4","2"
"Davison","5,359","8","0","1","1","6","100","30","63","7","2"
"Davison Township","18,604","30","0","6","6","18","388","115","232","41","1"
"Dearborn","93,856","456","2","21","164","269","4,947","670","3,242","1,035","48"
"Dearborn Heights","56,036","195","3","8","68","116","1,638","406","862","370","9"
"Decatur","1,885","23","0","2","0","21","198","31","156","11","5"
"Denton Township","5,690","10","0","2","0","8","114","39","70","5","0"
"Detroit","884,462","21,394","418","593","7,240","13,143","62,338","18,134","21,287","22,917","859"
"Dewitt","4,430","3","0","3","0","0","49","10","36","3","0"
"Dewitt Township","13,052","23","0","3","2","18","164","46","96","22","1"
"Douglas","2,230","8","0","1","0","7","81","14","61","6","1"
"Dryden Township","4,746","3","0","1","0","2","56","6","42","8","0"
"Durand","3,858","5","0","1","0","4","57","12","44","1","0"
"East Grand Rapids","10,358","3","0","1","1","1","126","32","88","6","0"
"East Jordan","2,332","2","0","1","0","1","92","11","78","3","0"
"East Lansing","46,303","172","0","14","28","130","1,093","248","785","60","20"
"Eastpointe","33,097","255","0","15","80","160","1,443","202","687","554","9"
"East Tawas","2,845","9","0","2","0","7","144","34","102","8","5"
"Eaton Rapids","5,253","15","0","6","2","7","182","12","166","4","1"
"Eau Claire","641","5","0","1","0","4","21","1","20","0","0"
"Elk Rapids","1,706","1","0","0","0","1","39","8","31","0","0"
"Elkton","804","0","0","0","0","0","29","1","28","0","0"
"Emmett Township","12,101","47","0","4","6","37","552","72","457","23","1"
"Erie Township","4,776","5","0","0","0","5","107","36","65","6","2"
"Essexville","3,581","5","0","2","2","1","95","13","79","3","2"
"Evart","1,730","6","0","0","0","6","52","6","44","2","1"
"Fairgrove","617","0","0","0","0","0","0","0","0","0","0"
"Farmington","10,010","22","0","2","4","16","251","45","194","12","1"
"Farmington Hills","80,023","134","0","14","32","88","1,553","325","1,060","168","11"
"Fenton","11,916","39","0","7","3","29","278","56","206","16","2"
"Ferndale","21,407","119","0","9","43","67","771","157","418","196","6"
"Flat Rock","9,536","18","0","1","5","12","256","58","164","34","2"
"Flint","118,256","3,070","54","143","627","2,246","8,117","3,058","3,538","1,521","186"
"Flint Township","32,941","174","2","22","67","83","1,937","402","1,342","193","4"
"Flushing","8,090","6","0","3","1","2","133","16","111","6","0"
"Flushing Township","10,475","9","1","4","0","4","120","35","76","9","0"
"Forsyth Township","4,845","4","0","2","0","2","67","21","41","5","1"
"Fowlerville","3,124","8","0","2","0","6","89","14","66","9","0"
"Frankenmuth","4,791","7","0","2","0","5","100","9","88","3","0"
"Frankfort","1,489","1","0","1","0","0","39","9","27","3","1"
"Franklin","2,951","2","0","0","0","2","43","3","39","1","0"
"Fraser","15,057","34","0","9","8","17","476","69","359","48","0"
"Fremont","4,245","5","0","1","0","4","87","9","74","4","0"
"Fruitport","1,084","34","0","2","5","27","753","66","673","14","0"
"Garden City","28,888","94","0","7","20","67","661","124","438","99","13"
"Gaylord","3,721","12","0","4","0","8","235","63","157","15","1"
"Genesee Township","24,185","111","4","17","31","59","789","249","426","114","8"
"Gerrish Township","3,169","5","0","3","0","2","62","28","32","2","0"
"Gladstone","5,242","4","0","1","0","3","152","22","129","1","2"
"Gladwin","3,010","10","0","3","1","6","123","23","97","3","0"
"Grand Beach","237","0","0","0","0","0","13","1","9","3","0"
"Grand Blanc","7,878","23","0","3","2","18","189","30","143","16","0"
"Grand Blanc Township","35,033","68","1","10","8","49","775","161","542","72","6"
"Grand Haven","10,560","37","0","7","3","27","420","80","332","8","8"
"Grand Ledge","7,749","8","0","0","2","6","281","19","253","9","2"
"Grand Rapids","193,297","1,923","22","65","700","1,136","10,103","2,484","6,922","697","122"
"Grayling","1,938","3","0","0","2","1","70","4","63","3","0"
"Green Oak Township","17,654","15","0","3","2","10","286","73","196","17","0"
"Greenville","8,285","31","1","10","2","18","414","68","333","13","1"
"Grosse Ile Township","10,610","2","0","0","0","2","91","7","81","3","0"
"Grosse Pointe","5,412","8","0","2","5","1","228","24","155","49","0"
"Grosse Pointe Farms","9,302","5","0","0","2","3","185","24","132","29","0"
"Grosse Pointe Park","11,875","23","0","0","12","11","345","41","206","98","1"
"Grosse Pointe Shores","2,701","0","0","0","0","0","0","0","0","0","0"
"Grosse Pointe Woods","16,276","21","0","1","4","16","309","36","219","54","1"
"Hamburg Township","21,956","15","0","2","0","13","277","63","203","11","2"
"Hampton Township","9,848","22","0","2","0","20","342","53","277","12","0"
"Hamtramck","21,939","296","1","7","172","116","1,236","272","430","534","11"
"Hancock","4,212","3","0","1","0","2","95","16","71","8","0"
"Harbor Beach","1,715","1","0","1","0","0","46","4","41","1","0"
"Harbor Springs","1,590","2","0","0","0","2","39","7","32","0","0"
"Harper Woods","13,587","114","1","4","59","50","1,486","119","892","475","5"
"Hart","1,991","6","0","0","0","6","112","23","82","7","1"
"Hartford","2,427","19","0","2","2","15","112","25","78","9","0"
"Hastings","7,148","19","0","6","1","12","206","15","188","3","3"
"Hazel Park","18,345","105","0","16","31","58","775","134","384","257","5"
"Hillsdale","7,884","14","0","6","1","7","158","26","127","5","0"
"Holland","34,343","150","0","47","15","88","1,207","200","971","36","5"
"Holly","6,359","16","0","6","5","5","139","30","103","6","1"
"Homer","1,814","5","0","1","1","3","11","5","6","0","0"
"Houghton","7,058","6","0","2","1","3","130","13","114","3","1"
"Howard City","1,613","11","0","2","1","8","86","12","72","2","1"
"Howell","9,733","38","0","5","0","33","338","46","271","21","4"
"Hudson","2,409","8","0","3","1","4","77","9","68","0","1"
"Huntington Woods","5,913","3","0","0","2","1","90","7","76","7","0"
"Huron Township","15,787","30","0","4","4","22","351","66","211","74","0"
"Imlay City","3,840","16","0","3","3","10","111","9","100","2","0"
"Inkster","28,798","350","6","27","75","242","1,161","403","501","257","12"
"Ionia","12,305","31","0","12","2","17","264","52","198","14","4"
"Iron Mountain","8,153","9","0","3","0","6","187","25","159","3","2"
"Iron River","3,104","10","0","6","0","4","101","18","64","19","1"
"Ishpeming","6,491","17","0","8","1","8","180","21","143","16","0"
"Jackson","34,792","289","2","43","80","164","2,308","371","1,819","118","20"
"Jonesville","2,287","8","0","1","1","6","100","15","82","3","2"
"Kalamazoo","72,519","737","5","55","238","439","4,966","1,327","3,243","396","44"
"Kalamazoo Township","21,511","60","0","7","16","37","824","248","512","64","5"
"Kalkaska","2,200","3","0","1","0","2","148","9","135","4","2"
"Keego Harbor","2,784","11","0","0","0","11","55","3","48","4","0"
"Kentwood","46,375","164","1","33","27","103","1,990","366","1,526","98","10"
"Kingsford","5,551","4","0","1","1","2","84","3","80","1","0"
"Kinross Township","8,062","3","0","1","0","2","53","18","32","3","0"
"Laingsburg","1,267","6","0","0","0","6","31","7","23","1","0"
"Lake Linden","1,041","2","0","0","0","2","21","8","12","1","0"
"Lake Odessa","2,282","3","0","2","0","1","40","7","31","2","0"
"Lake Orion","2,749","11","0","0","2","9","79","9","68","2","1"
"Lakeview","1,119","1","0","0","0","1","76","22","53","1","0"
"Lansing","115,230","1,173","6","105","262","800","4,656","1,249","2,928","479","43"
"Lansing Township","7,993","40","0","3","16","21","374","83","269","22","0"
"Lapeer","9,347","36","3","8","2","23","395","38","335","22","1"
"Lapeer Township","5,193","0","0","0","0","0","27","3","23","1","0"
"Lathrup Village","4,147","27","0","0","9","18","75","18","49","8","0"
"Laurium","2,041","2","0","0","0","2","31","3","26","2","0"
"Lawton","1,847","3","0","0","0","3","57","14","43","0","0"
"Lennon","504","1","0","0","0","1","5","2","3","0","0"
"Leoni Township","13,801","26","0","2","3","21","286","57","211","18","1"
"Leslie","2,262","4","0","1","1","2","38","7","31","0","0"
"Lincoln Park","38,142","140","2","13","51","74","1,876","299","1,200","377","4"
"Lincoln Township","14,379","8","0","3","0","5","301","39","251","11","4"
"Linden","3,443","0","0","0","0","0","26","2","24","0","0"
"Litchfield","1,425","5","0","0","0","5","56","7","47","2","0"
"Livonia","97,733","167","0","19","65","83","2,318","366","1,639","313","15"
"Lowell","4,130","1","0","0","0","1","34","8","23","3","0"
"Ludington","8,271","37","0","8","3","26","334","60","265","9","3"
"Luna Pier","1,519","5","0","0","0","5","70","10","54","6","1"
"Mackinac Island","490","4","0","2","0","2","343","2","340","1","0"
"Mackinaw City","860","2","0","0","0","2","43","7","35","1","0"
"Madison Heights","30,176","70","0","11","25","34","1,159","117","767","275","4"
"Madison Township","7,889","2","0","1","0","1","53","9","39","5","0"
"Mancelona","1,383","3","0","0","1","2","36","6","28","2","0"
"Manistee","6,639","16","0","4","1","11","191","25","162","4","3"
"Manton","1,216","0","0","0","0","0","16","7","9","0","0"
"Marion","835","0","0","0","0","0","14","3","11","0","0"
"Marlette","2,065","6","0","5","0","1","60","8","49","3","0"
"Marquette","20,530","31","0","14","3","14","465","43","392","30","2"
"Marshall","7,345","26","0","3","2","21","198","22","173","3","2"
"Marysville","10,017","8","0","2","0","6","254","32","211","11","2"
"Mason","7,965","20","0","3","1","16","244","25","214","5","1"
"Mattawan","2,831","0","0","0","0","0","117","8","109","0","0"
"Mayville","1,031","1","0","0","0","1","14","3","10","1","0"
"Melvindale","10,586","42","0","2","15","25","306","48","169","89","0"
"Memphis","1,120","1","0","1","0","0","42","0","40","2","0"
"Mendon","931","0","0","0","0","0","12","1","11","0","0"
"Menominee","8,731","22","0","5","4","13","312","71","233","8","2"
"Meridian Township","38,245","50","1","12","14","23","970","171","752","47","6"
"Metamora Township","4,648","8","0","1","2","5","66","27","35","4","0"
"Midland","41,656","63","0","16","6","41","967","143","795","29","3"
"Milan","5,363","17","0","2","1","14","186","15","161","10","0"
"Milford","16,114","12","1","7","1","3","184","46","129","9","4"
"Monroe","21,737","84","0","11","10","63","660","116","520","24","1"
"Montague","2,333","2","0","0","0","2","73","5","68","0","1"
"Montrose Township","7,949","11","0","1","2","8","162","38","112","12","0"
"Morenci","2,346","3","0","2","0","1","78","7","70","1","1"
"Morrice","886","0","0","0","0","0","1","0","1","0","0"
"Mount Morris","3,313","40","0","3","8","29","139","27","97","15","0"
"Mount Morris Township","23,244","185","2","31","48","104","1,220","475","566","179","15"
"Mount Pleasant","26,188","45","0","10","9","26","651","96","524","31","4"
"Mundy Township","14,007","41","1","3","13","24","589","87","475","27","4"
"Munising","2,380","0","0","0","0","0","19","3","15","1","0"
"Muskegon","39,820","447","1","52","101","293","2,671","453","2,048","170","31"
"Muskegon Heights","11,792","247","2","27","53","165","879","198","579","102","22"
"Muskegon Township","18,557","50","1","20","7","22","1,209","141","1,015","53","3"
"Napoleon Township","7,087","5","0","2","0","3","96","29","65","2","0"
"Nashville","1,701","12","0","2","0","10","36","3","30","3","0"
"Negaunee","4,460","7","0","2","0","5","119","34","82","3","1"
"Newaygo","1,681","9","0","3","0","6","96","11","83","2","1"
"New Baltimore","11,137","25","4","5","2","14","249","26","210","13","4"
"New Haven","4,696","4","0","1","1","2","1","0","1","0","0"
"New Lothrop","597","1","0","0","1","0","15","5","10","0","0"
"Niles","11,709","97","0","14","24","59","523","99","397","27","8"
"North Branch","1,005","8","0","0","1","7","31","4","26","1","0"
"Northfield Township","8,358","25","0","3","0","22","236","43","180","13","1"
"North Muskegon","4,002","4","0","1","1","2","149","15","132","2","0"
"Northville","6,295","1","0","1","0","0","85","23","58","4","2"
"Northville Township","25,216","20","0","6","6","8","546","127","378","41","1"
"Norton Shores","23,421","52","0","10","17","25","1,030","140","842","48","2"
"Norway","2,966","8","0","2","0","6","80","7","70","3","0"
"Novi","52,983","50","0","5","11","34","1,208","106","1,056","46","2"
"Oak Park","31,116","159","0","12","70","77","1,102","227","618","257","1"
"Ontwa Township-Edwardsburg","5,952","29","0","3","1","25","263","46","197","20","4"
"Orchard Lake","2,219","5","0","0","0","5","60","5","53","2","0"
"Oscoda Township","7,091","22","0","4","6","12","265","84","169","12","2"
"Otsego","3,931","15","0","3","0","12","112","19","91","2","1"
"Ovid","1,435","1","0","0","0","1","8","0","8","0","0"
"Owosso","15,384","78","0","23","3","52","647","116","501","30","6"
"Oxford","3,555","3","0","0","0","3","53","12","38","3","1"
"Parchment","1,808","3","0","0","0","3","83","4","78","1","0"
"Parma-Sandstone","6,817","7","0","0","1","6","62","14","43","5","3"
"Paw Paw","3,320","8","0","2","1","5","139","10","129","0","1"
"Pentwater","982","0","0","0","0","0","27","5","22","0","0"
"Perry","2,047","5","0","2","0","3","28","4","24","0","0"
"Petoskey","6,183","7","0","0","1","6","168","21","146","1","0"
"Pigeon","1,127","1","0","0","0","1","24","0","24","0","0"
"Pinckney","2,429","4","0","0","0","4","60","8","48","4","0"
"Pinconning","1,346","1","0","0","0","1","51","8","41","2","2"
"Pittsfield Township","33,539","64","0","12","20","32","965","163","698","104","2"
"Plainwell","3,986","5","0","5","0","0","140","2","137","1","2"
"Pleasant Ridge","2,495","3","0","0","3","0","32","7","23","2","0"
"Plymouth","9,077","16","0","2","5","9","168","16","135","17","0"
"Plymouth Township","27,153","14","0","0","6","8","434","72","326","36","2"
"Pontiac","67,163","1,221","8","86","276","851","3,425","1,566","1,294","565","73"
"Portage","45,164","122","0","27","24","71","2,072","337","1,664","71","12"
"Port Austin","690","0","0","0","0","0","13","2","11","0","0"
"Port Huron","31,423","285","1","41","80","163","1,596","337","1,154","105","8"
"Portland","3,812","4","0","1","1","2","93","16","72","5","1"
"Prairieville Township","3,450","1","0","0","1","0","30","23","7","0","0"
"Raisin Township","7,157","4","0","0","0","4","27","4","20","3","1"
"Redford Township","49,431","212","2","1","103","106","2,169","520","1,087","562","10"
"Reed City","2,412","5","0","1","0","4","45","8","35","2","0"
"Reese","1,362","0","0","0","0","0","4","1","2","1","0"
"Richfield Township, Genesee County","8,740","5","0","1","0","4","133","50","64","19","0"
"Richfield Township, Roscommon County","4,222","4","0","1","0","3","51","7","43","1","1"
"Richland Township","4,371","1","0","1","0","0","37","18","19","0","0"
"Richmond","5,593","39","0","5","0","34","122","28","88","6","0"
"Riverview","12,712","9","2","0","4","3","234","22","182","30","0"
"Rochester","11,181","28","0","3","2","23","137","19","113","5","0"
"Rockford","5,049","5","0","2","0","3","158","15","141","2","1"
"Rockwood","3,403","5","0","1","1","3","68","10","43","15","1"
"Rogers City","3,193","10","0","2","0","8","71","7","64","0","0"
"Romeo","3,805","5","0","2","0","3","82","13","67","2","0"
"Romulus","23,794","181","1","19","30","131","1,026","233","627","166","13"
"Roosevelt Park","3,801","7","0","3","2","2","177","14","157","6","0"
"Roseville","47,589","229","1","17","72","139","2,552","307","1,695","550","9"
"Rothbury","442","2","0","0","0","2","10","0","10","0","0"
"Royal Oak","58,154","108","0","17","32","59","1,416","282","942","192","9"
"Saginaw","58,216","1,738","24","79","271","1,364","2,752","1,369","1,043","340","163"
"Saginaw Township","39,916","89","0","6","32","51","1,105","203","846","56","8"
"Saline","8,804","3","0","0","1","2","184","26","155","3","1"
"Sand Lake","511","0","0","0","0","0","8","3","5","0","0"
"Sandusky","2,687","18","0","13","0","5","150","16","129","5","1"
"Sault Ste. Marie","14,282","40","0","11","3","26","576","93","454","29","0"
"Schoolcraft","1,500","5","0","1","0","4","71","17","49","5","1"
"Scottville","1,270","3","0","1","0","2","52","13","39","0","0"
"Shelby Township","69,735","148","1","26","11","110","1,164","206","843","115","7"
"Southfield","76,627","1,041","1","36","164","840","3,604","894","2,003","707","3"
"Southgate","29,498","120","0","7","31","82","1,205","124","919","162","14"
"South Haven","5,144","25","0","5","7","13","179","30","143","6","2"
"South Lyon","11,012","13","1","1","1","10","141","17","122","2","3"
"South Rockwood","1,586","2","0","0","0","2","16","3","12","1","0"
"Sparta","4,036","5","0","2","0","3","147","17","125","5","0"
"Spaulding Township","2,295","1","0","0","0","1","0","0","0","0","0"
"Spring Arbor Township","8,304","5","0","0","0","5","84","22","54","8","1"
"Springfield","5,190","40","0","8","3","29","249","58","178","13","1"
"Spring Lake-Ferrysburg","5,363","4","0","3","0","1","154","26","126","2","3"
"St. Charles","2,145","8","0","2","0","6","74","8","63","3","1"
"St. Clair","5,918","5","0","0","1","4","117","28","84","5","0"
"St. Clair Shores","61,408","147","1","19","30","97","1,454","261","903","290","26"
"Sterling Heights","127,715","256","2","17","30","207","3,415","356","2,716","343","22"
"St. Ignace","2,440","3","0","0","0","3","62","10","51","1","0"
"St. Johns","7,417","13","0","5","3","5","161","24","130","7","0"
"St. Joseph","8,653","13","0","4","2","7","375","41","323","11","3"
"St. Joseph Township","9,928","19","1","1","2","15","184","22","156","6","1"
"St. Louis","6,497","7","0","6","0","1","79","9","70","0","0"
"Stockbridge","1,276","1","0","1","0","0","42","7","30","5","0"
"Sturgis","11,106","58","0","15","7","36","301","59","226","16","2"
"Summit Township","22,003","39","0","3","3","33","270","59","197","14","1"
"Sumpter Township","11,892","39","1","10","1","27","224","81","128","15","11"
"Swartz Creek","5,328","10","1","4","1","4","181","28","143","10","1"
"Sylvan Lake","1,672","1","0","0","0","1","41","6","33","2","1"
"Taylor","64,800","234","4","33","78","119","2,736","382","1,983","371","37"
"Tecumseh","8,841","5","0","2","1","2","77","18","57","2","0"
"Thomas Township","12,602","31","0","4","1","26","387","66","308","13","2"
"Three Rivers","7,324","86","0","11","11","64","530","102","405","23","5"
"Tittabawassee Township","8,820","6","0","1","1","4","165","26","133","6","2"
"Traverse City","14,477","46","0","12","2","32","480","69","389","22","7"
"Trenton","19,263","1","0","1","0","0","59","3","51","5","0"
"Troy","80,966","93","2","10","26","55","2,018","321","1,550","147","7"
"Tuscarora Township","3,158","5","0","2","0","3","91","11","79","1","0"
"Unadilla Township","3,398","4","0","3","0","1","52","13","37","2","0"
"Union City","1,772","9","0","1","0","8","86","16","69","1","0"
"Utica","4,901","13","0","4","0","9","198","17","165","16","1"
"Van Buren Township","27,073","32","1","3","4","24","198","21","131","46","4"
"Vassar","2,769","5","0","0","0","5","25","3","22","0","0"
"Vicksburg","2,184","3","0","0","0","3","15","2","12","1","1"
"Walker","23,362","49","0","13","12","24","1,055","127","893","35","3"
"Walled Lake","6,902","35","0","1","2","32","125","16","97","12","2"
"Warren","134,974","842","5","75","241","521","4,883","790","2,288","1,805","41"
"Waterford Township","71,491","177","1","44","46","86","1,922","385","1,381","156","12"
"Wayland","3,938","0","0","0","0","0","44","2","40","2","0"
"Wayne","18,543","149","1","16","30","102","702","156","419","127","9"
"West Bloomfield Township","64,834","48","1","5","11","31","835","153","640","42","5"
"West Branch","1,900","1","0","1","0","0","108","13","92","3","1"
"Westland","85,410","367","2","64","85","216","2,758","523","1,789","446","41"
"White Cloud","1,428","4","0","1","0","3","82","12","69","1","0"
"Whitehall","2,832","13","0","2","1","10","160","19","138","3","1"
"White Lake Township","29,846","20","0","4","1","15","545","74","448","23","4"
"White Pigeon","1,595","1","0","0","0","1","38","9","28","1","0"
"Williamston","3,781","1","0","0","0","1","70","12","53","5","0"
"Wixom","13,351","36","0","3","9","24","432","46","350","36","0"
"Wolverine Lake","4,258","3","0","0","0","3","47","7","37","3","0"
"Woodhaven","13,321","36","0","3","4","29","366","28","307","31","2"
"Wyandotte","26,873","57","0","8","12","37","717","91","587","39","8"
"Wyoming","69,947","325","0","60","64","201","2,207","603","1,346","258","17"
"Yale","1,988","4","0","0","0","4","21","9","12","0","1"
"Ypsilanti","21,778","278","4","13","76","185","1,296","357","813","126","11"
"Zeeland","5,518","12","0","3","0","9","74","8","66","0","1"
"Zilwaukee","1,731","2","0","0","0","2","13","9","4","0","0"
