"City","Population","Violent crime","Murder and nonnegligent manslaughter","Forcible rape","Robbery","Aggravated assault","Property crime","Burglary","Larceny-theft","Motor vehicle theft","Arson1"
"Beulah","3,032","2","0","1","0","1","25","4","18","3","0"
"Bismarck","57,304","138","1","15","10","112","1,590","256","1,242","92","11"
"Cavalier","1,441","1","0","0","0","1","18","4","14","0","0"
"Devils Lake","6,807","19","0","1","2","16","335","40","278","17","1"
"Dickinson","15,646","7","0","1","2","4","571","97","436","38","2"
"Emerado","482","4","0","0","0","4","21","7","12","2","0"
"Fargo","90,818","231","2","69","19","141","2,679","525","1,930","224","17"
"Fessenden","546","0","0","0","0","0","3","2","1","0","0"
"Grafton","4,243","6","0","2","0","4","122","18","96","8","0"
"Grand Forks","50,239","91","1","19","12","59","1,800","281","1,370","149","8"
"Harvey","1,757","1","0","0","0","1","31","5","26","0","3"
"Hillsboro","1,527","0","0","0","0","0","30","8","19","3","0"
"Jamestown","14,807","27","0","11","2","14","321","84","225","12","3"
"Lincoln","2,294","1","0","1","0","0","11","2","9","0","0"
"Mandan","17,203","34","1","8","1","24","408","90","298","20","4"
"Mayville","1,929","1","0","1","0","0","19","4","14","1","0"
"Minot","34,939","57","0","16","9","32","915","140","690","85","8"
"Northwood","883","0","0","0","0","0","13","2","10","1","0"
"Portland","577","0","0","0","0","0","1","0","0","1","0"
"Rolla","1,440","1","0","0","0","1","110","11","92","7","1"
"Rugby","2,685","0","0","0","0","0","30","2","26","2","1"
"Steele","693","0","0","0","0","0","12","3","9","0","0"
"Thompson","961","0","0","0","0","0","3","2","1","0","0"
"Valley City","6,431","6","1","0","1","4","88","10","73","5","2"
"Wahpeton","8,210","11","0","1","1","9","176","19","142","15","0"
"Watford City","1,355","1","0","0","0","1","9","1","5","3","0"
"West Fargo","19,462","16","0","3","1","12","373","73","274","26","3"
"Williston","12,177","13","0","5","1","7","170","25","120","25","5"
