"City","Population","Violent crime","Murder and nonnegligent manslaughter","Forcible rape","Robbery","Aggravated assault","Property crime","Burglary","Larceny-theft","Motor vehicle theft","Arson1"
"Abbeville","5,821","139","3","4","6","126","282","63","200","19","0"
"Aiken","27,917","148","1","8","31","108","1,239","205","958","76","2"
"Allendale","3,958","58","1","3","9","45","199","94","99","6","0"
"Anderson","26,302","256","4","22","39","191","1,601","324","1,144","133","7"
"Andrews","3,158","21","1","1","3","16","158","26","121","11","1"
"Atlantic Beach","379","15","0","1","3","11","33","11","17","5","1"
"Aynor","596","37","0","0","2","35","58","6","50","2","0"
"Bamberg","3,607","21","0","1","1","19","122","32","83","7","0"
"Barnwell","4,950","41","0","1","7","33","357","77","274","6","0"
"Batesburg-Leesville","5,662","28","0","1","1","26","243","64","163","16","1"
"Beaufort2","12,246","151","0","9","34","108"," ","186","591"," ","8"
"Belton","4,639","18","1","3","1","13","226","61","152","13","1"
"Bennettsville","9,496","188","1","10","19","158","576","106","459","11","2"
"Bishopville","3,891","39","2","0","2","35","268","58","200","10","2"
"Blacksburg","1,928","41","0","0","5","36","169","37","124","8","1"
"Blackville","2,964","18","0","0","4","14","42","18","22","2","2"
"Bluffton","2,377","46","0","2","7","37","323","80","222","21","6"
"Brunson","585","1","0","0","1","0","6","1","5","0","0"
"Calhoun Falls","2,299","9","0","1","0","8","67","12","54","1","1"
"Camden","7,109","120","0","1","12","107","447","73","351","23","0"
"Cayce2","12,625","118","0","7","14","97"," ","131","660"," ","1"
"Central","4,102","17","1","7","2","7","107","11","88","8","0"
"Chapin","687","8","0","0","0","8","65","12","53","0","0"
"Charleston","108,371","960","23","45","245","647","4,358","707","3,108","543","17"
"Cheraw","5,559","66","0","2","15","49","318","41","267","10","3"
"Chesnee","1,038","14","0","0","2","12","57","9","45","3","0"
"Chester","6,295","164","1","2","10","151","370","106","243","21","1"
"Chesterfield","1,359","9","0","0","0","9","62","7","52","3","0"
"Clemson","12,556","25","0","3","8","14","281","61","192","28","0"
"Clinton","9,212","96","3","2","17","74","555","103","427","25","2"
"Clio","764","8","0","0","1","7","35","6","28","1","0"
"Clover","4,317","147","0","2","0","145","186","35","136","15","0"
"Columbia","118,909","1,290","7","56","375","852","6,994","1,254","5,086","654","27"
"Conway","13,651","204","3","6","41","154","1,102","210","838","54","4"
