"City","Population","Violent crime","Murder and nonnegligent manslaughter","Forcible rape","Robbery","Aggravated assault","Property crime","Burglary","Larceny-theft","Motor vehicle theft","Arson1"
"Aberdeen","1,876","2","0","0","0","2","10","3","6","1","0"
"American Falls","4,271","9","0","1","0","8","69","12","53","4","0"
"Bellevue","2,261","1","0","0","0","1","8","3","5","0","0"
"Blackfoot","11,111","35","0","4","2","29","431","49","367","15","1"
"Boise","198,212","772","6","127","111","528","6,616","1,165","5,074","377","52"
"Bonners Ferry","2,796","3","0","1","2","0","46","9","33","4","1"
"Buhl","4,120","23","0","1","0","22","111","32","66","13","3"
"Caldwell","35,333","179","1","23","18","137","1,688","489","1,012","187","12"
"Cascade","1,031","1","0","0","0","1","8","2","5","1","0"
"Chubbuck","10,987","67","0","5","1","61","516","43","455","18","4"
"Coeur d'Alene","41,106","269","0","35","17","217","1,911","369","1,428","114","25"
"Cottonwood","1,098","0","0","0","0","0","4","1","3","0","0"
"Emmett","6,284","23","0","6","0","17","124","15","102","7","1"
"Filer","1,814","4","0","0","1","3","8","5","2","1","0"
"Fruitland","4,521","24","1","4","0","19","111","27","73","11","1"
"Garden City","11,723","48","1","6","4","37","507","128","353","26","4"
"Gooding","3,407","2","0","0","0","2","74","6","64","4","1"
"Grangeville","3,233","16","0","3","0","13","117","11","94","12","0"
"Hagerman","860","0","0","0","0","0","8","1","5","2","0"
"Hailey","7,781","5","0","2","1","2","46","7","30","9","1"
"Heyburn","2,827","0","0","0","0","0","17","7","10","0","0"
"Idaho City","501","0","0","0","0","0","19","3","15","1","0"
"Idaho Falls","53,707","189","2","49","12","126","2,048","458","1,463","127","20"
"Jerome","8,725","23","0","4","1","18","255","56","187","12","3"
"Kamiah","1,178","4","0","1","1","2","9","1","8","0","0"
"Kellogg","2,358","8","0","1","0","7","53","12","37","4","0"
"Ketchum","3,227","15","0","0","1","14","108","14","89","5","0"
"Kimberly","2,756","4","0","0","0","4","19","4","13","2","1"
"Lewiston","31,894","34","1","5","4","24","1,327","258","1,015","54","6"
"McCall","2,478","15","0","4","3","8","169","36","123","10","0"
"Meridian","53,606","109","1","14","9","85","1,283","270","934","79","16"
"Montpelier","2,573","1","0","0","0","1","6","1","4","1","0"
"Nampa","73,588","240","3","41","31","165","2,488","538","1,658","292","27"
"Orofino","3,227","4","1","0","0","3","57","9","46","2","1"
"Osburn","1,496","1","0","1","0","0","19","3","15","1","0"
"Parma","1,846","6","0","0","2","4","52","9","38","5","0"
"Payette","7,758","7","0","0","0","7","176","44","122","10","2"
"Pinehurst","1,630","0","0","0","0","0","17","5","12","0","0"
"Pocatello","54,768","181","0","32","15","134","1,580","207","1,310","63","9"
"Ponderay","715","1","0","0","1","0","89","20","67","2","0"
"Post Falls","23,768","62","0","15","6","41","659","116","490","53","6"
"Preston","5,150","3","1","1","0","1","52","8","44","0","0"
"Rathdrum","5,890","8","0","5","0","3","151","36","104","11","2"
"Rexburg","26,952","7","0","2","0","5","296","76","210","10","1"
"Rigby","3,330","3","0","1","0","2","88","13","72","3","0"
"Rupert","5,362","0","0","0","0","0","69","11","55","3","0"
"Salmon","3,152","8","1","0","0","7","38","3","35","0","1"
"Sandpoint","8,317","17","0","0","1","16","321","87","223","11","1"
"Shelley","4,239","3","0","1","0","2","55","11","42","2","0"
"Soda Springs","3,341","1","0","0","0","1","27","8","19","0","0"
"Spirit Lake","1,539","10","0","1","0","9","20","7","12","1","1"
"St. Anthony","3,436","3","0","0","0","3","27","5","19","3","0"
"St. Maries","2,703","8","0","0","0","8","27","4","21","2","0"
"Sun Valley","1,482","2","0","0","0","2","35","7","26","2","0"
"Twin Falls","39,640","131","0","22","20","89","1,820","351","1,367","102","13"
"Weiser","5,562","13","1","0","1","11","98","22","71","5","0"
"Wendell","2,459","6","0","1","0","5","77","7","63","7","2"
"Wilder","1,489","5","0","0","0","5","35","7","24","4","0"
