"City","Population","Violent crime","Murder and nonnegligent manslaughter","Forcible rape","Robbery","Aggravated assault","Property crime","Burglary","Larceny-theft","Motor vehicle theft","Arson1"
"Adairville","937","0","0","0","0","0","6","1","5","0","0"
"Albany","2,306","0","0","0","0","0","5","4","1","0","0"
"Alexandria","8,059","12","0","0","3","9","181","28","144","9","0"
"Anchorage","2,549","1","0","0","0","1","63","12","50","1","0"
"Ashland","21,678","69","1","16","20","32","1,185","243","885","57","11"
"Auburn","1,501","1","0","0","0","1","13","8","5","0","0"
"Audubon Park","1,547","6","0","0","2","4","40","8","25","7","0"
"Barbourville","3,548","2","0","0","0","2","28","8","14","6","0"
"Bardstown","11,070","18","0","6","5","7","255","61","179","15","0"
"Beattyville","1,162","1","0","0","0","1","18","4","11","3","0"
"Bellefonte","853","0","0","0","0","0","7","2","3","2","0"
"Berea","13,334","15","0","1","6","8","373","85","265","23","0"
"Bowling Green","52,681","369","5","59","103","202","2,735","559","2,033","143","1"
"Brandenburg","2,231","1","0","1","0","0","36","11","24","1","0"
"Brodhead","1,203","0","0","0","0","0","10","5","4","1","0"
"Burnside","678","2","0","0","0","2","20","6","14","0","0"
"Butler","639","0","0","0","0","0","3","0","3","0","0"
"Cadiz","2,570","14","0","0","5","9","127","29","93","5","0"
"Calhoun","819","0","0","0","0","0","12","7","5","0","0"
"Campbellsville","10,991","48","0","4","15","29","398","80","307","11","1"
"Caneyville","658","0","0","0","0","0","6","2","4","0","0"
"Carlisle","2,046","2","0","0","0","2","17","6","8","3","0"
"Carrollton","3,891","6","0","1","1","4","93","21","68","4","0"
"Catlettsburg","1,942","2","0","1","1","0","63","20","37","6","0"
"Cave City","2,070","4","0","1","0","3","41","13","25","3","0"
"Central City","5,830","3","0","0","1","2","49","8","35","6","0"
"Clinton","1,375","0","0","0","0","0","4","2","1","1","0"
"Cold Spring","5,296","6","0","0","3","3","174","13","158","3","0"
"Columbia","4,207","4","0","1","0","3","51","9","38","4","0"
"Corbin","8,294","17","0","6","5","6","281","57","217","7","0"
"Crescent Springs","4,006","12","0","2","7","3","148","21","117","10","0"
"Crofton","831","1","0","1","0","0","9","3","4","2","0"
"Cumberland","2,348","8","0","0","0","8","24","8","16","0","0"
"Cynthiana","6,360","18","0","4","2","12","269","57","202","10","0"
"Danville","15,530","43","0","1","17","25","553","120","394","39","0"
"Dawson Springs","2,976","5","0","4","0","1","32","19","12","1","0"
"Earlington","1,614","0","0","0","0","0","28","13","13","2","0"
"Edmonton","1,613","1","0","0","0","1","16","6","10","0","0"
"Elizabethtown","23,634","85","0","12","36","37","1,088","218","821","49","0"
"Elkton","1,956","3","0","0","2","1","20","6","12","2","0"
"Elsmere","8,010","21","1","5","11","4","199","45","133","21","0"
"Eminence","2,275","2","0","1","0","1","12","3","8","1","0"
"Erlanger","16,984","28","1","2","11","14","473","70","364","39","0"
"Falmouth","2,112","5","0","1","2","2","74","20","48","6","0"
"Flatwoods","7,681","3","0","1","1","1","74","24","41","9","0"
"Flemingsburg","3,128","3","0","0","0","3","47","17","29","1","1"
"Florence","26,555","159","0","11","47","101","1,427","168","1,177","82","2"
"Fort Mitchell","7,665","6","1","2","1","2","163","24","132","7","1"
"Fort Thomas","15,714","13","0","6","0","7","157","33","109","15","0"
"Fort Wright","5,481","22","0","2","17","3","299","23","258","18","0"
"Frankfort","27,423","125","1","20","55","49","1,390","300","977","113","2"
"Franklin","8,142","12","0","0","6","6","252","55","185","12","0"
"Fulton","2,584","6","0","0","3","3","72","21","46","5","1"
"Georgetown","20,144","39","0","5","11","23","1,059","193","819","47","0"
"Glasgow","14,172","23","0","5","3","15","260","89","152","19","1"
"Glencoe","252","0","0","0","0","0","5","2","3","0","0"
"Graymoor-Devondale","2,960","2","0","0","2","0","72","13","56","3","0"
"Grayson","4,017","2","0","0","1","1","139","50","79","10","0"
