"City","Population","Violent crime","Murder and nonnegligent manslaughter","Forcible rape","Robbery","Aggravated assault","Property crime","Burglary","Larceny-theft","Motor vehicle theft","Arson1"
"Barrington","16,623","4","0","3","0","1","238","34","197","7","3"
"Bristol","24,462","18","0","2","2","14","379","49","313","17","2"
"Burrillville","16,431","9","0","3","0","6","142","32","101","9","2"
"Central Falls","19,006","109","3","13","26","67","552","141","259","152","10"
"Charlestown","8,203","5","0","2","0","3","123","28","91","4","2"
"Coventry","34,800","31","0","7","5","19","397","112","247","38","13"
"Cranston","80,963","128","1","16","45","66","1,876","299","1,309","268","25"
"Cumberland","34,086","24","0","3","8","13","545","97","414","34","5"
"East Greenwich","13,507","12","0","1","1","10","246","30","206","10","2"
"East Providence","49,120","63","2","10","14","37","847","145","600","102","11"
"Foster","4,469","3","0","0","0","3","40","12","21","7","0"
"Glocester","10,518","5","0","0","0","5","69","22","44","3","1"
"Hopkinton","8,056","6","0","1","0","5","121","34","82","5","4"
"Jamestown","5,566","2","0","1","0","1","105","20","82","3","1"
"Johnston","28,931","34","0","4","8","22","617","94","448","75","6"
"Lincoln","21,930","27","1","2","6","18","424","56","340","28","3"
"Little Compton","3,558","0","0","0","0","0","39","8","31","0","1"
"Middletown","16,604","7","0","1","2","4","337","49","284","4","0"
"Narragansett","16,771","12","0","3","1","8","281","70","200","11","1"
"Newport","25,138","123","0","16","19","88","1,090","289","749","52","9"
"New Shoreham","1,037","0","0","0","0","0","93","14","74","5","1"
"North Kingstown","26,877","27","0","4","6","17","498","98","369","31","4"
"North Providence","32,901","40","1","5","11","23","601","139","371","91","10"
"North Smithfield","11,102","8","0","2","0","6","176","40","127","9","1"
"Pawtucket","73,154","240","4","20","86","130","2,407","541","1,543","323","24"
"Portsmouth","16,992","13","0","5","1","7","214","58","143","13","2"
"Providence","175,452","972","11","52","379","530","8,585","1,746","5,106","1,733","3"
"Richmond","7,707","4","0","0","2","2","86","13","67","6","0"
"Scituate","10,884","2","0","0","0","2","106","24","75","7","1"
"Smithfield","21,632","18","0","3","2","13","255","32","206","17","4"
"South Kingstown","29,093","20","0","5","3","12","328","55","262","11","3"
"Tiverton","15,214","7","0","0","1","6","263","79","154","30","1"
"Warren","11,238","19","0","2","3","14","201","35","157","9","3"
"Warwick","86,538","114","2","27","36","49","2,120","316","1,639","165","15"
"Westerly","23,447","26","0","8","2","16","479","63","387","29","2"
"West Greenwich","5,632","3","0","0","1","2","101","7","91","3","1"
"West Warwick","29,745","68","2","18","18","30","573","107","404","62","8"
"Woonsocket","43,975","175","0","31","45","99","1,363","307","943","113","11"
