"Criminal Justice Information Services Division","Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home"
"City","Population","Violentcrime","Murder andnonnegligentmanslaughter","Forciblerape","Robbery","Aggravatedassault","Propertycrime","Burglary","Larceny-theft","Motorvehicletheft","Arson"
"Bethany Beach","1,071","4","0","2","0","2","117","14","103","0","0"
"Blades","1,254","13","0","0","3","10","40","8","31","1","0"
"Bridgeville","2,069","7","0","2","3","2","92","14","75","3","0"
"Camden","3,499","11","0","0","3","8","224","14","205","5","0"
"Cheswold","1,394","2","0","0","0","2","28","4","23","1","0"
"Clayton","2,948","7","0","2","0","5","45","18","27","0","0"
"Dagsboro","813","0","0","0","0","0","22","1","21","0","0"
"Delaware City","1,712","6","0","0","1","5","27","5","21","1","0"
"Delmar","1,613","8","0","2","4","2","72","17","54","1","1"
"Dewey Beach","344","17","0","1","2","14","66","16","46","4","0"
"Dover","36,416","313","5","15","73","220","2,243","132","2,030","81","10"
"Ellendale","385","0","0","0","0","0","2","0","2","0","0"
"Elsmere","6,194","20","0","0","8","12","225","59","150","16","0"
"Felton","1,311","6","0","0","1","5","19","5","14","0","0"
"Fenwick Island","383","1","0","0","0","1","13","2","11","0","0"
"Frankford","856","0","0","0","0","0","12","6","6","0","0"
"Georgetown","6,488","57","0","6","20","31","326","62","252","12","0"
"Greenwood","983","3","0","0","1","2","30","11","19","0","0"
"Harrington","3,598","29","0","2","5","22","171","47","121","3","0"
"Laurel","3,746","48","0","3","16","29","236","66","162","8","0"
"Lewes","2,775","7","0","0","0","7","74","15","59","0","0"
"Middletown","19,064","80","0","8","28","44","404","77","313","14","2"
"Milford","9,657","86","0","10","24","52","766","126","628","12","0"
"Millsboro","3,917","18","0","0","7","11","197","32","164","1","0"
"Milton","2,602","17","0","1","3","13","106","41","62","3","0"
"Newark","31,776","131","1","7","43","80","949","179","746","24","5"
"New Castle","5,339","19","0","1","10","8","307","35","252","20","0"
"Newport","1,066","4","0","0","2","2","44","17","21","6","0"
"Ocean View","1,901","2","0","1","0","1","45","25","20","0","0"
"Rehoboth Beach","1,341","6","0","0","2","4","194","31","162","1","1"
"Seaford","6,999","57","0","3","21","33","528","99","426","3","0"
"Selbyville","2,189","11","0","1","3","7","126","40","80","6","2"
"Smyrna","10,126","62","0","1","12","49","306","60","240","6","0"
"South Bethany","454","1","0","0","0","1","11","4","7","0","0"
"Wilmington","71,577","1,111","23","30","427","631","3,772","1,148","2,213","411","4"
"Wyoming","1,326","3","0","0","1","2","33","16","16","1","0"
