"Criminal Justice Information Services Division","Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home"
"City","Population","Violentcrime","Murder andnonnegligentmanslaughter","Forciblerape","Robbery","Aggravatedassault","Propertycrime","Burglary","Larceny-theft","Motorvehicletheft","Arson"
"American Fork/Cedar Hills","36,755","23","0","11","4","8","940","175","731","34","2"
"Big Water","484","0","0","0","0","0","7","4","2","1","0"
"Blanding","3,440","4","0","1","0","3","59","13","43","3","0"
"Bluffdale","7,745","3","0","1","0","2","150","50","87","13","0"
"Bountiful","43,373","41","0","15","4","22","803","107","663","33","3"
"Brian Head","85","0","0","0","0","0","21","3","17","1","0"
"Brigham City","18,244","35","3","5","5","22","577","144","418","15","7"
"Cedar City","29,414","52","0","12","4","36","899","175","693","31","5"
"Centerfield","1,393","1","0","0","0","1","9","2","6","1","0"
"Centerville","15,631","10","0","1","1","8","455","41","394","20","2"
"Clearfield","30,693","54","0","10","9","35","746","108","613","25","5"
"Clinton","20,820","24","0","9","1","14","349","42","297","10","0"
"Cottonwood Heights","34,078","45","0","6","12","27","961","179","729","53","9"
"Draper","43,090","45","0","10","7","28","905","216","636","53","8"
"Enoch","5,915","5","0","1","0","4","60","16","39","5","0"
"Fairview","1,271","1","0","0","0","1","10","4","4","2","0"
"Farmington","18,628","6","0","1","0","5","239","22","206","11","3"
"Grantsville","9,065","11","0","3","0","8","94","42","45","7","1"
"Harrisville","5,674","8","0","0","4","4","363","23","335","5","0"
"Heber","11,581","6","0","4","0","2","69","11","57","1","0"
"Helper","2,243","1","0","0","0","1","38","9","29","0","2"
"Hildale","2,779","5","0","0","0","5","11","0","11","0","0"
"Hurricane","14,013","17","0","2","2","13","301","83","204","14","2"
"Ivins","6,883","4","0","2","0","2","50","19","30","1","0"
"Kamas","1,846","0","0","0","0","0","26","4","22","0","0"
"Kanab","4,395","4","1","0","0","3","61","5","55","1","1"
"Kaysville","27,827","15","1","5","0","9","356","64","278","14","0"
"La Verkin","4,138","15","0","3","0","12","51","7","38","6","1"
"Layton","68,610","83","0","28","11","44","1,962","306","1,597","59","9"
"Lehi","48,322","26","1","9","5","11","821","120","652","49","1"
"Lindon","10,264","4","0","0","0","4","246","45","192","9","1"
"Logan","49,104","26","0","2","2","22","376","49","314","13","1"
"Lone Peak","25,562","2","0","0","0","2","269","88","175","6","1"
"Mapleton","8,133","2","0","0","0","2","83","14","68","1","0"
"Moab","5,143","11","1","1","1","8","226","34","186","6","3"
"Moroni","1,450","2","0","0","0","2","15","5","10","0","1"
"Murray","47,648","198","1","25","47","125","3,065","377","2,391","297","6"
"Naples","1,789","2","0","0","0","2","63","24","37","2","0"
"Nephi","5,493","7","0","3","0","4","172","27","134","11","0"
"North Ogden","17,692","7","1","4","0","2","220","35","180","5","1"
"North Park","12,336","8","0","3","1","4","161","26","126","9","1"
"North Salt Lake","16,637","18","0","4","3","11","375","57","282","36","3"
"Ogden","84,423","392","2","20","96","274","4,429","858","3,279","292","18"
"Orem","90,033","45","0","20","10","15","2,322","166","2,069","87","5"
"Park City","7,704","10","0","0","1","9","407","23","369","15","0"
"Payson","18,647","13","0","1","3","9","745","103","619","23","0"
"Perry","4,599","2","0","0","0","2","60","13","46","1","0"
"Pleasant Grove","34,156","17","0","7","4","6","592","104","464","24","1"
"Pleasant View","8,133","7","0","2","0","5","92","25","63","4","0"
"Price","8,883","24","0","3","0","21","344","63","279","2","0"
"Provo","114,659","149","4","27","26","92","2,888","386","2,400","102","10"
"Richfield","7,697","10","0","6","0","4","232","33","195","4","0"
"Riverdale","8,589","19","0","4","2","13","555","58","476","21","0"
"Roosevelt","6,163","19","1","10","2","6","208","28","166","14","0"
"Roy","37,596","37","1","16","5","15","760","100","641","19","1"
"Salem","6,547","0","0","0","0","0","87","18","65","4","0"
"Salina","2,537","8","1","2","0","5","90","8","77","5","2"
"Salt Lake City","190,038","1,213","6","119","340","748","12,798","1,658","9,654","1,486","36"
"Sandy","89,149","121","1","17","26","77","2,617","438","1,986","193","7"
"Santa Clara","6,119","16","0","0","1","15","61","16","38","7","0"
"Santaquin/Genola","10,700","5","0","0","0","5","191","33","155","3","1"
"Saratoga Springs","18,124","14","0","3","1","10","200","28","164","8","0"
"Smithfield","9,678","1","0","0","0","1","69","26","41","2","0"
"South Jordan","51,391","27","1","8","5","13","962","189","717","56","1"
"South Ogden","16,851","17","0","4","5","8","366","85","267","14","1"
"South Salt Lake","24,073","173","2","35","45","91","1,577","264","1,055","258","1"
"Spanish Fork","35,360","10","0","3","1","6","569","92","459","18","3"
"Springdale","539","2","0","1","0","1","24","8","16","0","0"
"Springville","30,035","40","0","12","4","24","880","119","727","34","1"
"Stockton","628","0","0","0","0","0","1","1","0","0","1"
"Sunset","5,221","1","0","1","0","0","110","17","90","3","0"
"Syracuse","24,801","13","0","3","2","8","283","28","251","4","1"
"Taylorsville City","59,784","211","2","30","54","125","2,467","322","1,863","282","9"
"Tooele","32,215","66","1","22","5","38","1,316","275","962","79","5"
"Tremonton","7,795","12","0","6","0","6","215","40","169","6","0"
"Vernal","9,264","24","1","7","1","15","349","59","273","17","0"
"Washington","19,123","32","2","4","4","22","431","77","327","27","2"
"Wellington","1,708","1","0","0","0","1","36","11","25","0","0"
"West Bountiful","5,367","4","0","1","0","3","137","16","112","9","0"
"West Jordan","105,713","210","0","31","25","154","2,939","405","2,314","220","12"
"West Valley","131,979","588","4","77","126","381","5,368","929","3,711","728","10"
"Woods Cross","9,949","7","0","4","2","1","250","38","194","18","1"
