"Criminal Justice Information Services Division","Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home"
"City","Population","Violentcrime","Murder andnonnegligentmanslaughter","Forciblerape","Robbery","Aggravatedassault","Propertycrime","Burglary","Larceny-theft","Motorvehicletheft","Arson"
"Adel","3,701","5","0","0","0","5","60","21","39","0","0"
"Albia","3,786","7","0","1","0","6","66","9","55","2","1"
"Algona","5,589","12","0","0","0","12","40","15","24","1","1"
"Altoona","14,617","19","0","1","4","14","504","66","424","14","2"
"Ames","59,274","178","0","18","10","150","1,670","351","1,263","56","2"
"Anamosa","5,562","5","0","0","0","5","87","29","58","0","0"
"Ankeny","45,821","48","0","9","2","37","677","108","550","19","0"
"Atlantic","7,149","10","0","2","0","8","152","21","124","7","1"
"Audubon","2,187","0","0","0","0","0","29","11","18","0","0"
"Bettendorf","33,391","58","0","5","3","50","533","86","430","17","2"
"Bloomfield","2,654","6","0","1","0","5","10","3","7","0","0"
"Boone","12,727","66","0","14","1","51","378","159","208","11","6"
"Burlington","25,797","143","0","11","19","113","1,122","263","813","46","13"
"Carlisle","3,896","2","0","0","1","1","29","12","15","2","2"
"Carroll","10,156","8","0","3","1","4","150","15","124","11","0"
"Carter Lake","3,805","21","0","4","0","17","135","27","90","18","1"
"Cedar Falls","39,466","71","1","11","4","55","605","119","453","33","7"
"Cedar Rapids","126,988","358","2","41","86","229","4,879","1,099","3,566","214","17"
"Centerville","5,557","29","0","3","1","25","247","74","164","9","1"
"Chariton","4,344","14","0","0","0","14","113","25","83","5","0"
"Charles City","7,692","8","0","0","2","6","96","12","79","5","0"
"Cherokee","5,281","17","0","1","0","16","88","19","64","5","0"
"Clarinda","5,601","9","0","2","0","7","153","30","118","5","2"
"Clarion","2,865","9","0","3","0","6","29","11","17","1","0"
"Clear Lake","7,818","10","0","2","0","8","237","42","192","3","0"
"Clinton","27,026","135","0","10","12","113","1,299","255","997","47","13"
"Coralville","19,006","31","1","9","5","16","493","50","431","12","7"
"Council Bluffs","62,556","656","4","69","61","522","4,251","980","2,776","495","35"
"Cresco","3,888","4","0","1","3","0","81","34","41","6","0"
"Creston","7,875","19","0","0","0","19","159","30","116","13","2"
"Davenport1","100,207","652","5","53","113","481","4,908","1,140","3,529","239","24"
"Decorah","8,170","4","0","0","0","4","117","10","102","5","0"
"Denison","8,341","4","0","0","1","3","58","6","48","4","0"
"Des Moines","204,498","1,069","8","103","216","742","10,727","2,493","7,400","834","44"
"De Witt","5,350","12","0","3","0","9","88","32","55","1","0"
"Dubuque","57,939","135","1","20","32","82","1,702","416","1,239","47","34"
"Eldora","2,746","7","0","0","0","7","27","8","16","3","0"
"Eldridge","5,681","12","0","1","0","11","68","5","61","2","0"
"Emmetsburg","3,924","4","0","1","0","3","23","10","12","1","0"
"Estherville","6,393","10","0","0","0","10","141","30","96","15","0"
"Evansdale","4,776","11","0","2","0","9","116","39","75","2","3"
"Fairfield","9,514","20","0","2","1","17","214","61","143","10","6"
"Fort Dodge","25,338","138","1","14","17","106","1,135","232","834","69","16"
"Fort Madison","11,109","61","0","6","1","54","344","106","219","19","2"
"Glenwood","5,297","19","0","3","1","15","175","77","85","13","1"
"Grinnell","9,266","13","0","1","0","12","162","41","115","6","1"
"Hampton","4,484","3","0","0","0","3","18","4","9","5","0"
"Hawarden","2,559","1","0","0","0","1","21","5","16","0","0"
"Hiawatha","7,061","0","0","0","0","0","92","25","66","1","0"
"Humboldt","4,715","1","0","0","0","1","37","9","23","5","0"
"Indianola","14,859","33","0","13","1","19","283","61","208","14","8"
"Iowa City","68,217","163","0","24","18","121","1,580","326","1,207","47","8"
"Iowa Falls","5,265","2","0","0","0","2","141","20","118","3","0"
"Jefferson","4,368","5","0","1","0","4","31","3","28","0","0"
"Keokuk","10,836","95","1","3","2","89","591","156","401","34","2"
"Le Mars","9,877","9","0","2","0","7","224","31","177","16","2"
"Lisbon","2,163","0","0","0","0","0","41","14","27","0","0"
"Manchester","5,206","26","0","1","0","25","70","13","49","8","0"
"Maquoketa","6,173","18","0","3","1","14","269","119","136","14","1"
"Marengo","2,541","6","0","0","0","6","9","4","4","1","0"
"Marion","34,950","42","0","7","1","34","443","103","319","21","5"
"Marshalltown","27,696","146","0","0","9","137","972","250","685","37","4"
"Mason City","28,226","43","1","10","9","23","1,302","314","939","49","4"
"Missouri Valley","2,853","6","0","0","0","6","46","5","39","2","0"
"Monticello","3,816","0","0","0","0","0","44","12","31","1","0"
"Mount Pleasant","8,713","19","0","1","1","17","229","58","156","15","1"
"Mount Vernon","4,530","4","0","1","0","3","84","15","68","1","0"
"Muscatine","23,006","161","0","18","3","140","798","202","554","42","6"
"Nevada","6,834","45","0","2","1","42","179","34","136","9","6"
"North Liberty","13,444","30","0","0","1","29","83","19","60","4","2"
"Norwalk","8,992","14","0","1","0","13","114","15","93","6","0"
"Oelwein","6,449","25","0","0","0","25","124","25","94","5","1"
"Ogden","2,055","3","0","0","0","3","41","25","16","0","0"
"Orange City","6,035","3","0","0","0","3","62","16","46","0","1"
"Osage","3,638","10","0","0","0","10","24","2","22","0","0"
"Osceola","4,955","6","0","1","1","4","85","14","66","5","1"
"Oskaloosa","11,523","25","1","3","3","18","273","59","200","14","4"
"Ottumwa","25,154","72","2","11","9","50","890","199","651","40","14"
"Pella","10,406","32","0","4","0","28","172","69","101","2","1"
"Perry","7,742","27","0","0","0","27","141","21","118","2","2"
"Pleasant Hill","8,831","11","0","0","1","10","178","78","83","17","0"
"Polk City","3,436","0","0","0","0","0","27","6","18","3","0"
"Prairie City","1,689","0","0","0","0","0","35","19","15","1","0"
"Red Oak","5,772","9","0","3","0","6","241","65","163","13","4"
"Sergeant Bluff","4,249","11","0","0","0","11","76","8","65","3","2"
"Sheldon","5,215","5","0","0","0","5","69","25","44","0","0"
"Shenandoah","5,177","1","0","0","0","1","76","8","63","5","1"
"Sioux City","83,117","339","1","36","34","268","3,507","709","2,635","163","11"
"Spencer","11,292","2","2","0","0","0","271","109","147","15","1"
"Spirit Lake","4,865","3","0","0","2","1","181","44","137","0","0"
"State Center","1,476","4","0","0","0","4","14","4","9","1","0"
"Storm Lake","10,656","63","0","4","1","58","219","47","170","2","9"
"Story City","3,449","3","0","0","1","2","44","11","32","1","1"
"Tipton","3,238","1","0","1","0","0","35","1","33","1","0"
"Urbandale","39,670","54","0","8","5","41","634","109","501","24","3"
"Vinton","5,285","8","0","0","0","8","110","18","88","4","1"
"Washington","7,304","44","1","6","1","36","107","28","72","7","0"
"Waterloo","68,764","357","3","52","60","242","2,159","673","1,401","85","40"
"Waukee","13,862","16","0","0","0","16","181","58","117","6","0"
"Waverly","9,926","60","0","2","1","57","192","80","109","3","2"
"Webster City","8,112","26","0","3","2","21","144","37","102","5","1"
"West Burlington","2,984","5","0","2","0","3","167","17","149","1","0"
"West Des Moines","56,905","115","1","26","13","75","1,824","225","1,564","35","10"
"West Liberty","3,756","2","0","1","0","1","41","9","31","1","0"
"West Union","2,499","3","0","0","0","3","38","16","20","2","0"
"Williamsburg","3,084","0","0","0","0","0","28","3","23","2","0"
"Wilton","2,817","6","0","2","0","4","32","10","22","0","0"
"Windsor Heights","4,885","6","0","1","2","3","288","23","257","8","0"
"Winterset","5,217","6","0","1","0","5","165","37","125","3","0"
