"Criminal Justice Information Services Division","Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home"
"City","Population","Violentcrime","Murder andnonnegligentmanslaughter","Forciblerape","Robbery","Aggravatedassault","Propertycrime","Burglary","Larceny-theft","Motorvehicletheft","Arson"
"Alamosa","8,933","43","1","11","5","26","579","92","477","10","4"
"Arvada","108,287","162","1","25","34","102","2,546","304","2,053","189","29"
"Aspen","6,774","8","0","0","0","8","270","22","245","3","0"
"Ault","1,545","10","0","0","0","10","26","9","17","0","0"
"Aurora","330,740","1,448","9","183","504","752","9,875","2,144","6,861","870","87"
"Avon","6,559","6","0","3","0","3","175","19","152","4","2"
"Basalt","3,924","2","0","0","0","2","46","8","37","1","0"
"Bayfield","2,374","1","0","0","0","1","6","1","4","1","1"
"Berthoud","5,194","2","0","0","0","2","71","7","59","5","3"
"Black Hawk","120","10","0","0","1","9","150","1","147","2","3"
"Boulder","99,081","275","2","35","35","203","2,491","467","1,899","125","55"
"Brighton","33,933","88","0","17","4","67","1,088","149","875","64","13"
"Broomfield","56,862","31","1","6","7","17","1,101","81","974","46","7"
"Brush","5,558","4","0","0","0","4","68","15","52","1","1"
"Buena Vista","2,663","0","0","0","0","0","11","0","11","0","0"
"Burlington","4,328","5","2","0","0","3","67","13","49","5","0"
"Campo","111","0","0","0","0","0","0","0","0","0","0"
"Castle Rock","49,071","30","2","9","6","13","481","74","397","10","3"
"Cedaredge","2,292","1","0","0","1","0","38","10","27","1","0"
"Centennial","102,125","162","0","27","23","112","1,353","325","957","71","20"
"Center","2,269","8","0","0","2","6","86","45","39","2","2"
"Cherry Hills Village","6,091","2","0","1","1","0","44","17","26","1","0"
"Colorado Springs","423,680","1,865","26","319","449","1,071","15,866","3,323","11,375","1,168","107"
"Columbine Valley","1,278","0","0","0","0","0","12","2","9","1","0"
"Commerce City","46,713","166","1","39","23","103","1,227","243","870","114","6"
"Cortez","8,630","23","0","0","2","21","359","20","333","6","0"
"Craig","9,629","27","0","9","2","16","265","50","208","7","2"
"Crested Butte","1,513","0","0","0","0","0","24","8","14","2","1"
"Cripple Creek","1,210","7","0","0","0","7","90","8","80","2","1"
"Dacono","4,224","3","0","0","0","3","8","3","2","3","0"
"Del Norte","1,715","0","0","0","0","0","26","1","25","0","0"
"Delta","9,070","24","0","5","1","18","323","44","269","10","1"
"Denver","610,612","3,708","34","396","1,143","2,135","22,495","4,868","14,040","3,587","95"
"Dillon","920","1","0","0","0","1","31","4","26","1","0"
"Durango","17,181","166","0","41","6","119","756","89","627","40","2"
"Eagle","6,621","4","0","1","0","3","83","5","77","1","0"
"Eaton","4,441","7","0","0","0","7","3","1","2","0","0"
"Edgewater","5,260","22","1","6","9","6","251","25","194","32","4"
"Elizabeth","1,382","2","0","0","1","1","38","5","33","0","0"
"Empire","287","1","0","0","0","1","9","2","6","1","0"
"Erie","18,451","11","0","0","0","11","82","20","58","4","1"
"Estes Park","5,960","8","0","0","0","8","101","23","78","0","1"
"Evans","18,860","25","0","0","10","15","421","98","287","36","4"
"Fairplay","691","3","0","0","0","3","19","1","15","3","0"
"Federal Heights","11,667","53","0","12","17","24","511","59","394","58","5"
"Firestone","10,324","6","0","4","1","1","81","11","65","5","0"
"Florence","3,949","4","0","0","0","4","42","13","29","0","0"
"Fort Collins","146,494","420","3","56","46","315","4,272","560","3,553","159","15"
"Fort Morgan","11,512","15","0","1","3","11","282","54","220","8","7"
"Fountain","26,296","28","2","9","12","5","539","99","408","32","8"
"Fowler","1,203","3","0","0","1","2","6","1","5","0","0"
"Fraser/Winter Park","2,261","13","0","0","0","13","53","14","37","2","1"
"Frederick","8,830","1","0","0","0","1","60","16","42","2","0"
"Frisco","2,730","5","0","1","2","2","63","16","47","0","0"
"Glendale","4,257","50","0","4","14","32","419","35","363","21","1"
"Glenwood Springs","9,781","35","0","2","5","28","483","45","426","12","2"
"Golden","19,196","47","1","2","10","34","441","59","357","25","4"
"Granby","1,896","4","0","0","0","4","43","6","36","1","0"
"Grand Junction","59,586","257","2","74","37","144","2,588","379","2,070","139","24"
"Greeley","94,507","437","1","38","75","323","3,118","593","2,377","148","52"
"Green Mountain Falls","651","0","0","0","0","0","14","13","0","1","1"
"Greenwood Village","14,168","22","0","1","7","14","594","96","467","31","1"
"Gunnison","5,956","27","0","5","1","21","287","37","240","10","3"
"Haxtun","962","0","0","0","0","0","5","1","4","0","0"
"Hayden","1,842","0","0","0","0","0","36","2","33","1","0"
"Holyoke","2,353","0","0","0","0","0","20","1","18","1","1"
"Idaho Springs","1,747","3","0","1","1","1","73","7","56","10","3"
"Johnstown","10,059","5","0","0","0","5","102","16","81","5","2"
"Kersey","1,479","3","0","0","0","3","29","4","22","3","0"
"Kiowa","736","3","0","1","0","2","20","7","12","1","0"
"Kremmling","1,469","11","0","0","0","11","26","3","22","1","0"
"La Junta","7,200","30","0","3","2","25","106","31","67","8","7"
"Lakeside","8","0","0","0","0","0","14","2","11","1","0"
"Lakewood","145,470","615","8","88","131","388","6,194","935","4,771","488","15"
"Lamar","7,940","14","0","2","3","9","250","47","197","6","0"
"La Salle","1,989","6","0","0","0","6","44","9","33","2","0"
"Leadville","2,647","17","0","0","0","17","40","13","27","0","0"
"Limon","1,913","4","1","0","0","3","5","0","4","1","0"
"Littleton","42,464","55","2","10","14","29","1,132","233","836","63","7"
"Lone Tree","10,396","9","0","1","2","6","571","24","538","9","2"
"Longmont","87,773","238","1","18","33","186","1,958","298","1,559","101","66"
"Louisville","18,696","16","0","1","2","13","257","49","197","11","2"
"Loveland","68,024","107","1","22","11","73","1,725","209","1,464","52","12"
"Manitou Springs","5,079","15","0","1","1","13","165","27","134","4","2"
"Meeker","2,518","2","0","1","0","1","20","4","15","1","0"
"Milliken","5,708","11","0","3","1","7","46","8","37","1","0"
"Minturn","1,045","1","0","0","0","1","10","1","9","0","1"
"Monte Vista","4,521","7","0","3","1","3","121","21","97","3","0"
"Montrose","19,465","30","0","2","7","21","672","90","561","21","4"
"Monument","5,626","7","0","2","1","4","83","12","70","1","1"
"Morrison","435","2","0","0","1","1","4","1","3","0","0"
"Mountain View","516","2","0","1","0","1","6","2","2","2","0"
"Mount Crested Butte","815","3","0","0","0","3","36","2","26","8","0"
"Nederland","1,470","12","0","0","0","12","29","4","24","1","1"
"New Castle","4,597","5","0","0","0","5","37","5","28","4","0"
"Northglenn","36,412","90","0","13","7","70","998","161","725","112","0"
"Ouray","1,017","0","0","0","0","0","31","2","29","0","0"
"Pagosa Springs","1,757","18","0","0","0","18","84","22","61","1","0"
"Palmer Lake","2,462","8","0","1","0","7","10","6","4","0","0"
"Parachute","1,104","6","0","1","1","4","24","3","19","2","0"
"Parker","46,086","43","1","9","4","29","541","122","401","18","7"
"Platteville","2,528","7","0","0","0","7","43","9","33","1","0"
"Pueblo1","108,452","831","12","40","173","606","5,494","1,590","3,434","470","50"
"Rangely","2,406","4","0","2","0","2","27","1","21","5","0"
"Rocky Ford","4,026","6","0","0","0","6","82","25","57","0","0"
"Salida","5,327","4","0","1","1","2","179","16","156","7","4"
"Sheridan","5,763","15","0","4","3","8","367","44","275","48","5"
"Silt","2,981","2","0","0","0","2","47","6","40","1","0"
"Silverthorne","3,955","3","0","1","1","1","115","5","108","2","0"
"Snowmass Village","2,875","1","0","0","0","1","42","1","41","0","0"
"Springfield","1,476","1","0","0","0","1","8","3","4","1","0"
"Steamboat Springs","12,299","34","0","4","2","28","296","31","238","27","0"
"Sterling","15,034","16","0","3","0","13","353","90","254","9","3"
"Stratton","669","1","0","0","0","1","25","9","15","1","0"
"Telluride","2,365","8","0","2","1","5","162","8","148","6","0"
"Thornton1","120,841","695","0","50","50","595","3,438","513","2,644","281","25"
"Timnath","636","0","0","0","0","0","28","1","27","0","1"
"Vail","5,397","16","0","1","0","15","312","32","280","0","1"
"Walsenburg","3,121","5","0","1","0","4","87","27","60","0","0"
"Westminster","107,962","245","4","34","48","159","2,803","397","2,077","329","13"
"Wheat Ridge","30,691","132","2","18","26","86","1,283","227","923","133","11"
"Windsor","18,969","11","0","1","0","10","237","39","193","5","4"
"Woodland Park","7,325","8","0","0","0","8","93","8","85","0","0"
"Wray","2,383","0","0","0","0","0","2","0","2","0","0"
"Yuma","3,585","6","0","2","0","4","36","8","28","0","1"
