"Criminal Justice Information Services Division","Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home"
"City","Population","Violentcrime","Murder andnonnegligentmanslaughter","Forciblerape","Robbery","Aggravatedassault","Propertycrime","Burglary","Larceny-theft","Motorvehicletheft","Arson"
"Barboursville","3,969","5","0","0","3","2","321","23","295","3","0"
"Beckley","17,637","134","0","11","36","87","1,050","212","786","52","4"
"Belington","1,923","11","0","0","0","11","17","4","13","0","0"
"Benwood","1,422","1","0","0","0","1","4","1","3","0","0"
"Bethlehem","2,502","1","0","0","0","1","9","3","6","0","0"
"Buckhannon","5,646","3","0","0","1","2","167","31","127","9","3"
"Chapmanville","1,258","4","0","0","0","4","43","2","35","6","0"
"Charleston","51,466","510","5","23","120","362","3,009","635","2,234","140","31"
"Dunbar","7,917","37","1","3","9","24","173","45","119","9","5"
"Elkins","7,103","39","0","4","3","32","141","35","101","5","1"
"Follansbee","2,990","2","0","0","0","2","26","13","12","1","0"
"Glen Dale","1,528","1","0","0","0","1","22","7","15","0","0"
"Glenville","1,539","2","0","0","0","2","10","2","8","0","0"
"Hurricane","6,292","15","0","2","3","10","203","11","186","6","1"
"Kenova","3,220","3","0","0","0","3","118","21","89","8","0"
"Kingwood","2,943","1","0","0","0","1","7","6","1","0","0"
"Lewisburg","3,835","3","0","1","0","2","80","9","69","2","1"
"Logan","1,781","10","0","2","0","8","136","9","120","7","1"
"Martinsburg","17,249","79","0","4","20","55","972","171","772","29","9"
"Mason","969","1","0","0","0","1","7","2","5","0","0"
"Moorefield","2,547","31","0","0","1","30","55","3","47","5","0"
"Moundsville","9,330","44","1","2","5","36","477","114","347","16","3"
"Mount Hope","1,416","0","0","0","0","0","26","13","11","2","0"
"New Cumberland","1,104","0","0","0","0","0","9","3","6","0","0"
"New Martinsville","5,373","2","0","0","1","1","57","12","44","1","0"
"Nitro","7,187","13","0","3","3","7","236","37","184","15","3"
"Nutter Fort","1,595","2","0","0","0","2","30","6","24","0","0"
"Oceana","1,396","44","0","0","3","41","127","18","108","1","0"
"Paden City","2,636","0","0","0","0","0","1","0","1","0","0"
"Pennsboro","1,172","1","0","0","0","1","1","0","1","0","0"
"Philippi","2,970","34","0","2","0","32","20","8","12","0","0"
"Point Pleasant","4,356","13","0","0","4","9","115","23","90","2","0"
"Ravenswood","3,881","6","0","0","0","6","76","13","62","1","1"
"Ripley","3,256","0","0","0","0","0","35","3","29","3","0"
"Romney","1,850","16","0","0","0","16","7","3","4","0","0"
"Rowlesburg","585","0","0","0","0","0","1","1","0","0","0"
"Shinnston","2,204","9","0","0","1","8","46","14","30","2","0"
"Sophia","1,346","2","0","0","0","2","33","6","25","2","1"
"South Charleston","13,467","66","2","2","7","55","524","72","423","29","1"
"St. Albans","11,058","26","3","3","11","9","355","72","262","21","1"
"Summersville","3,577","29","0","0","2","27","122","12","105","5","0"
"Terra Alta","1,479","1","0","0","0","1","6","4","1","1","0"
"Triadelphia","812","2","0","0","0","2","3","1","2","0","0"
"Wardensville","271","0","0","0","0","0","0","0","0","0","0"
"Wayne","1,415","0","0","0","0","0","15","0","15","0","0"
"Welch","2,409","15","0","0","0","15","14","1","12","1","0"
"Wellsburg","2,809","0","0","0","0","0","30","12","14","4","0"
"Weston","4,115","1","0","0","1","0","11","3","6","2","0"
"West Union","826","0","0","0","0","0","2","0","2","0","0"
"White Sulphur Springs","2,447","2","0","0","0","2","1","1","0","0","0"
"Williamson","3,195","8","0","0","4","4","49","19","30","0","0"
