"Criminal Justice Information Services Division","Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home"
"City","Population","Violentcrime","Murder andnonnegligentmanslaughter","Forciblerape","Robbery","Aggravatedassault","Propertycrime","Burglary","Larceny-theft","Motorvehicletheft","Arson"
"Apache Junction","36,347","84","4","5","8","67","1,239","308","848","83","0"
"Avondale","77,317","246","6","6","103","131","3,919","712","2,975","232","16"
"Bisbee","5,654","91","0","0","0","91","167","14","143","10","1"
"Buckeye","51,596","43","0","1","11","31","1,341","397","898","46","5"
"Bullhead City","40,100","57","3","0","25","29","1,491","351","1,068","72","4"
"Camp Verde","11,027","20","1","0","1","18","213","57","145","11","1"
"Casa Grande","49,259","232","4","3","53","172","2,664","625","1,892","147","22"
"Chandler","239,466","681","2","62","171","446","7,416","1,344","5,741","331","35"
"Chino Valley","10,970","43","0","1","0","42","220","47","157","16","0"
"Clarkdale","4,155","13","0","0","0","13","103","60","39","4","1"
"Clifton","3,358","11","0","0","1","10","23","10","11","2","0"
"Colorado City","4,889","8","0","1","0","7","40","9","29","2","1"
"Coolidge","11,992","85","0","8","19","58","612","136","454","22","7"
"Cottonwood","11,424","54","0","1","3","50","462","58","389","15","14"
"Douglas1","17,624","","1","0","5","","580","65","465","50","4"
"Eagar","4,954","7","0","0","1","6","148","55","87","6","0"
"El Mirage","32,247","95","2","14","23","56","1,041","387","585","69","5"
"Eloy","16,866","98","3","4","10","81","479","162","284","33","10"
"Flagstaff","66,802","263","0","45","38","180","3,008","235","2,706","67","24"
"Florence","25,897","34","0","1","1","32","191","54","126","11","2"
"Fredonia","1,333","2","0","2","0","0","9","3","6","0","0"
"Gilbert","211,404","178","2","21","56","99","3,854","823","2,896","135","25"
"Glendale","229,931","1,114","22","44","431","617","14,738","2,442","10,838","1,458","65"
"Globe","7,639","51","0","7","5","39","349","107","229","13","2"
"Goodyear","66,199","108","0","19","21","68","1,860","814","940","106","6"
"Holbrook","5,125","39","0","5","3","31","246","70","168","8","0"
"Huachuca City","1,879","4","0","0","1","3","23","5","18","0","1"
"Jerome","450","2","0","0","1","1","20","4","16","0","0"
"Kingman","28,465","101","2","7","14","78","1,520","303","1,153","64","4"
"Lake Havasu City","53,271","98","1","26","3","68","1,268","228","974","66","5"
"Mammoth","1,446","1","0","0","0","1","13","6","7","0","0"
"Marana","35,456","47","2","7","12","26","1,373","164","1,126","83","5"
"Maricopa","44,098","60","0","4","12","44","979","263","648","68","1"
"Mesa","445,256","1,838","18","131","497","1,192","15,117","2,769","11,407","941","74"
"Miami","1,863","18","0","0","2","16","80","29","42","9","4"
"Nogales","21,132","59","1","1","3","54","611","111","433","67","0"
"Oro Valley","41,592","24","1","2","6","15","744","142","576","26","3"
"Page","7,350","105","0","1","10","94","498","41","429","28","7"
"Paradise Valley","13,001","10","0","3","2","5","302","195","104","3","0"
"Payson","15,518","49","0","3","5","41","374","92","264","18","0"
"Peoria","156,246","301","2","35","56","208","4,774","1,088","3,360","326","6"
"Phoenix","1,466,097","8,089","116","559","3,324","4,090","64,479","18,666","38,258","7,555","273"
"Pima","2,421","1","0","0","0","1","71","21","47","3","0"
"Pinetop-Lakeside","4,343","42","0","1","6","35","239","54","182","3","3"
"Prescott","40,407","171","4","12","13","142","1,258","260","960","38","6"
"Prescott Valley","39,372","113","3","6","6","98","780","120","635","25","6"
"Sahuarita","25,617","14","0","2","1","11","449","66","370","13","8"
"Scottsdale","220,462","400","4","34","125","237","6,724","1,424","5,054","246","25"
"Sedona","10,173","26","0","2","0","24","175","38","134","3","0"
"Show Low","10,811","81","2","4","6","69","501","110","383","8","5"
"Sierra Vista","44,509","145","2","21","14","108","1,326","167","1,114","45","9"
"Snowflake-Taylor","9,839","48","0","0","1","47","162","44","113","5","2"
"Somerton","14,489","12","0","0","4","8","186","32","137","17","1"
"South Tucson","5,732","149","3","4","55","87","926","101","801","24","2"
"Springerville","1,989","10","0","1","0","9","60","13","45","2","0"
"Surprise","119,181","131","0","12","51","68","2,598","617","1,873","108","22"
"Tempe","164,008","787","5","45","237","500","8,933","1,579","6,804","550","28"
"Thatcher","4,934","4","0","0","0","4","119","60","57","2","0"
"Tolleson","6,638","56","0","7","8","41","775","210","526","39","4"
"Tombstone","1,400","17","0","0","1","16","101","19","77","5","0"
"Tucson2","527,479","3,440","51","204","1,163","2,022","","4,979","","2,746","167"
"Wellton","2,923","1","0","0","0","1","8","2","5","1","0"
"Wickenburg","6,453","8","1","3","0","4","140","42","93","5","2"
"Willcox","3,810","6","0","1","0","5","232","34","182","16","5"
"Williams","3,066","25","0","3","0","22","122","17","101","4","0"
"Winslow","9,792","121","2","6","2","111","570","69","488","13","2"
"Yuma","94,381","490","4","33","66","387","3,227","822","2,196","209","23"
