"Criminal Justice Information Services Division","Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home"
"City","Population","Violentcrime","Murder andnonnegligentmanslaughter","Forciblerape","Robbery","Aggravatedassault","Propertycrime","Burglary","Larceny-theft","Motorvehicletheft","Arson"
"Abingdon","8,289","12","0","2","5","5","285","30","244","11","1"
"Alexandria","141,638","252","1","14","129","108","3,181","303","2,506","372","6"
"Altavista","3,491","9","0","1","0","8","116","11","102","3","0"
"Amherst","2,258","1","0","0","1","0","29","5","21","3","0"
"Appalachia","1,775","9","0","5","0","4","105","29","74","2","0"
"Ashland","7,311","19","0","2","0","17","230","28","183","19","0"
"Bedford","6,296","16","0","5","1","10","228","35","182","11","0"
"Berryville","4,235","4","0","0","0","4","46","9","36","1","0"
"Big Stone Gap","5,681","11","0","2","2","7","232","30","193","9","2"
"Blacksburg","43,129","24","0","9","5","10","591","84","490","17","3"
"Blackstone","3,664","10","0","1","1","8","93","19","73","1","0"
"Bluefield","5,509","9","0","0","3","6","184","19","159","6","0"
"Boykins","571","1","0","0","0","1","7","3","4","0","0"
"Bridgewater","5,711","1","0","1","0","0","35","5","28","2","0"
"Bristol","18,048","57","1","8","13","35","657","106","530","21","1"
"Broadway","3,735","0","0","0","0","0","16","5","11","0","0"
"Cape Charles","1,021","0","0","0","0","0","16","2","13","1","0"
"Cedar Bluff","1,151","2","0","1","0","1","31","14","14","3","0"
"Charlottesville","43,994","183","1","27","59","96","1,467","114","1,252","101","5"
"Chase City","2,379","13","0","3","2","8","80","10","67","3","0"
"Chatham","1,284","0","0","0","0","0","14","0","13","1","0"
"Chesapeake","224,864","892","12","46","246","588","7,163","1,237","5,601","325","21"
"Chilhowie","1,802","1","0","0","1","0","37","3","33","1","1"
"Chincoteague","2,976","4","0","1","0","3","73","15","55","3","0"
"Christiansburg","21,292","29","0","7","5","17","733","98","615","20","4"
"Clarksville","1,153","3","0","1","0","2","23","1","20","2","0"
"Clifton Forge","3,930","8","0","0","1","7","100","29","70","1","2"
"Clintwood","1,431","1","0","0","0","1","22","1","20","1","0"
"Colonial Beach","3,584","7","0","1","0","6","117","10","81","26","0"
"Colonial Heights","17,619","32","2","5","7","18","924","58","839","27","3"
"Covington","6,032","22","1","1","7","13","137","24","110","3","0"
"Crewe","2,354","6","0","0","0","6","81","17","64","0","0"
"Culpeper","16,575","59","1","3","14","41","438","37","385","16","3"
"Damascus","824","2","0","0","0","2","36","0","35","1","0"
"Danville","43,569","166","7","28","64","67","2,080","464","1,546","70","9"
"Dayton","1,548","0","0","0","0","0","11","2","8","1","0"
"Dublin","2,564","2","0","0","0","2","84","17","60","7","0"
"Dumfries","5,020","2","0","0","0","2","70","12","52","6","0"
"Elkton","2,759","3","0","2","0","1","40","5","33","2","0"
"Emporia","5,998","40","1","5","14","20","389","115","253","21","1"
"Exmore","1,477","4","0","0","1","3","48","7","41","0","0"
"Fairfax City","22,835","36","0","5","12","19","546","39","492","15","1"
"Falls Church","12,479","10","0","0","5","5","226","21","191","14","0"
"Farmville","8,314","18","0","2","7","9","276","37","234","5","2"
"Franklin","8,685","38","0","10","12","16","470","100","355","15","2"
"Fredericksburg","24,576","101","1","3","24","73","1,063","100","932","31","5"
"Front Royal","14,612","17","0","6","6","5","492","55","411","26","0"
"Galax","7,126","31","0","0","4","27","354","32","310","12","0"
"Gate City","2,058","3","0","0","0","3","65","16","47","2","0"
"Glade Spring","1,473","1","0","0","1","0","0","0","0","0","0"
"Glasgow","1,147","0","0","0","0","0","5","0","5","0","0"
"Gretna","1,282","3","0","0","2","1","13","5","8","0","0"
"Grottoes","2,700","1","0","1","0","0","22","6","16","0","0"
"Halifax","1,325","1","0","0","1","0","26","1","24","1","1"
"Hampton","139,078","350","9","19","155","167","5,273","820","4,180","273","31"
"Harrisonburg","49,498","99","1","13","19","66","1,060","158","866","36","7"
"Haymarket","1,803","1","0","0","0","1","12","1","11","0","0"
"Herndon","23,570","44","0","4","13","27","393","24","358","11","0"
"Hillsville","2,713","13","0","1","0","12","111","13","88","10","0"
"Honaker","1,466","1","0","0","0","1","13","4","8","1","0"
"Hopewell","22,861","140","2","5","39","94","954","306","588","60","13"
"Independence","958","2","0","0","0","2","6","1","5","0","0"
"Jonesville","1,046","2","1","0","0","1","26","7","18","1","0"
"Kenbridge","1,272","5","0","0","0","5","12","3","9","0","0"
"Kilmarnock","1,505","2","0","0","0","2","57","6","50","1","0"
"Lawrenceville","1,455","3","0","0","3","0","56","20","35","1","1"
"Lebanon","3,465","3","0","1","0","2","153","11","142","0","1"
"Leesburg","43,125","58","0","5","6","47","826","53","753","20","3"
"Lexington","7,126","4","0","2","1","1","75","16","57","2","2"
"Louisa","1,574","3","0","0","0","3","39","3","36","0","5"
"Luray","4,953","2","0","0","0","2","161","30","126","5","0"
"Lynchburg","76,471","278","3","22","72","181","2,469","515","1,855","99","9"
"Manassas","38,273","129","4","17","52","56","831","121","653","57","4"
"Manassas Park","14,444","10","0","2","3","5","172","12","147","13","0"
"Marion","6,039","33","0","2","0","31","198","24","171","3","1"
"Martinsville","13,986","45","2","2","14","27","498","68","409","21","1"
"Middleburg","681","0","0","0","0","0","6","0","6","0","0"
"Middletown","1,280","2","0","1","0","1","17","2","15","0","0"
"Mount Jackson","2,018","2","0","1","1","0","33","3","26","4","0"
"Narrows","2,053","2","0","2","0","0","25","1","23","1","0"
"New Market","2,172","2","0","1","0","1","22","4","18","0","0"
"Newport News","182,878","845","15","52","388","390","6,041","1,094","4,592","355","84"
"Norfolk","245,704","1,424","29","81","625","689","12,258","2,256","9,217","785","38"
"Norton","4,005","2","0","0","1","1","236","7","225","4","0"
"Onancock","1,278","1","0","0","1","0","16","4","11","1","0"
"Orange","4,777","5","0","1","4","0","121","13","105","3","1"
"Parksley","852","1","0","0","1","0","10","1","9","0","0"
"Pearisburg","2,819","1","0","0","0","1","66","6","57","3","0"
"Pennington Gap","1,802","0","0","0","0","0","0","0","0","0","0"
"Petersburg","32,807","156","6","9","53","88","1,470","434","929","107","3"
"Poquoson","12,295","8","0","1","2","5","149","40","104","5","1"
"Portsmouth","96,676","550","12","46","235","257","5,237","1,348","3,623","266","11"
"Pound","1,049","1","0","0","0","1","18","1","16","1","0"
"Pulaski","9,195","19","0","2","3","14","408","66","314","28","2"
"Purcellville","7,819","1","0","0","0","1","60","2","57","1","0"
"Quantico","486","0","0","0","0","0","7","0","6","1","0"
"Radford","16,604","55","1","7","8","39","477","97","364","16","4"
"Remington","605","0","0","0","0","0","2","0","2","0","0"
"Rich Creek","783","0","0","0","0","0","11","2","9","0","0"
"Richlands","5,893","10","0","0","2","8","256","61","190","5","7"
"Richmond","206,654","1,428","36","44","676","672","8,647","1,886","5,833","928","58"
"Roanoke","98,191","589","8","33","175","373","4,635","928","3,424","283","32"
"Rocky Mount","4,856","20","0","4","8","8","200","28","170","2","1"
"Salem","25,098","28","0","6","8","14","642","72","544","26","0"
"Saltville","2,102","2","0","0","0","2","73","3","70","0","0"
"Shenandoah","2,401","2","0","0","0","2","58","14","42","2","0"
"Smithfield","8,186","17","0","1","2","14","172","33","130","9","1"
"South Boston","8,239","35","1","4","15","15","431","100","320","11","1"
"South Hill","4,706","15","0","3","3","9","199","12","176","11","2"
"Stanley","1,709","1","0","1","0","0","47","9","38","0","0"
"Staunton","24,030","47","1","5","16","25","520","39","452","29","6"
"Stephens City","1,851","2","0","1","1","0","59","13","43","3","0"
"St. Paul","982","0","0","0","0","0","12","0","12","0","0"
"Strasburg","6,474","5","0","2","0","3","93","7","84","2","0"
"Suffolk","85,595","259","3","19","76","161","2,381","518","1,757","106","32"
"Tappahannock","2,403","11","0","1","1","9","127","10","116","1","1"
"Tazewell","4,682","4","0","2","0","2","100","15","82","3","0"
"Timberville","2,552","0","0","0","0","0","19","4","14","1","0"
"Victoria","1,746","1","0","0","0","1","13","4","8","1","0"
"Vienna","15,874","17","0","1","8","8","193","9","179","5","1"
"Vinton","8,195","41","0","3","4","34","239","21","216","2","1"
"Virginia Beach","443,226","776","15","60","412","289","12,133","2,038","9,645","450","133"
"Warrenton","9,726","19","0","5","7","7","239","21","213","5","0"
"Warsaw","1,530","0","0","0","0","0","13","3","10","0","0"
"Waverly","2,175","6","0","0","3","3","31","5","24","2","0"
"Waynesboro","21,257","73","0","10","16","47","770","103","628","39","1"
"Weber City","1,343","1","0","1","0","0","43","6","36","1","0"
"West Point","3,345","4","1","1","2","0","58","14","43","1","0"
"White Stone","356","0","0","0","0","0","3","0","3","0","0"
"Williamsburg","14,236","27","1","1","14","11","233","21","203","9","0"
"Winchester","26,516","63","0","3","29","31","1,117","130","956","31","1"
"Windsor","2,657","3","0","0","1","2","71","46","25","0","0"
"Wise","3,325","1","0","0","0","1","94","5","87","2","0"
"Woodstock","5,158","4","0","0","0","4","100","3","93","4","0"
"Wytheville","8,309","16","0","1","3","12","225","14","205","6","3"
