"Criminal Justice Information Services Division","Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home"
"City","Population","Violentcrime","Murder andnonnegligentmanslaughter","Forciblerape","Robbery","Aggravatedassault","Propertycrime","Burglary","Larceny -theft","Motorvehicletheft","Arson"
"Aberdeen Township","18,271","18","1","2","4","11","291","62","225","4","2"
"Absecon","8,439","20","0","0","11","9","218","54","158","6","1"
"Allendale","6,527","0","0","0","0","0","58","21","36","1","0"
"Allenhurst","498","0","0","0","0","0","14","1","12","1","0"
"Allentown","1,834","1","0","0","0","1","27","3","24","0","0"
"Alpha","2,377","1","0","0","0","1","29","9","20","0","0"
"Alpine","1,855","1","0","0","1","0","10","3","6","1","0"
"Andover Township","6,340","1","0","0","1","0","25","11","14","0","0"
"Asbury Park","16,170","260","4","11","114","131","1,279","412","808","59","3"
"Atlantic City","39,690","741","13","22","384","322","2,938","573","2,261","104","5"
"Atlantic Highlands","4,400","7","0","0","0","7","85","9","75","1","0"
"Audubon","8,848","11","0","0","6","5","306","30","271","5","0"
"Audubon Park","1,026","2","0","0","2","0","29","7","22","0","0"
"Avalon","1,338","5","0","0","1","4","266","42","220","4","0"
"Avon-by-the-Sea","1,907","1","0","0","0","1","54","5","47","2","0"
"Barnegat Light","576","0","0","0","0","0","10","3","7","0","0"
"Barnegat Township","21,006","30","0","5","7","18","214","38","174","2","5"
"Barrington","7,006","6","0","1","2","3","64","24","38","2","0"
"Bay Head","971","1","0","1","0","0","87","3","84","0","0"
"Bayonne","63,234","148","3","6","65","74","807","161","534","112","4"
"Beach Haven","1,174","4","0","0","0","4","162","12","150","0","0"
"Beachwood","11,082","6","0","0","1","5","251","37","210","4","0"
"Bedminster Township","8,192","1","0","0","0","1","51","9","40","2","0"
"Belleville","36,046","115","2","3","60","50","1,013","164","637","212","3"
"Bellmawr","11,622","23","0","2","8","13","311","84","206","21","0"
"Belmar","5,813","20","0","0","4","16","312","123","185","4","0"
"Belvidere","2,690","3","0","0","0","3","35","4","31","0","0"
"Bergenfield","26,853","18","0","2","2","14","159","34","120","5","1"
"Berkeley Heights Township","13,227","2","0","0","0","2","72","5","64","3","0"
"Berkeley Township","41,392","38","0","1","11","26","618","122","483","13","2"
"Berlin","7,613","8","0","0","0","8","222","36","181","5","0"
"Berlin Township","5,375","11","0","0","6","5","219","23","194","2","2"
"Bernards Township","26,741","4","0","1","2","1","156","16","135","5","1"
"Bernardsville","7,733","2","1","0","0","1","40","2","37","1","0"
"Beverly","2,586","9","0","0","1","8","69","22","46","1","0"
"Blairstown Township","5,987","4","0","0","0","4","59","12","46","1","0"
"Bloomfield","47,472","126","0","5","81","40","1,040","213","650","177","2"
"Bloomingdale","7,681","13","1","0","0","12","56","10","44","2","0"
"Bogota","8,214","12","0","0","9","3","71","26","39","6","2"
"Boonton","8,375","9","1","0","2","6","77","15","61","1","0"
"Boonton Township","4,277","2","0","0","0","2","25","5","20","0","0"
"Bordentown","3,937","0","0","0","0","0","43","10","31","2","0"
"Bordentown Township","11,405","12","2","0","4","6","139","28","101","10","0"
"Bound Brook","10,437","21","1","2","9","9","249","45","192","12","3"
"Bradley Beach","4,312","4","0","0","1","3","181","32","144","5","0"
"Branchburg Township","14,507","5","0","1","1","3","158","22","131","5","0"
"Brick Township","75,322","100","0","7","20","73","1,313","331","960","22","4"
"Bridgeton","25,433","307","3","8","120","176","1,063","412","610","41","7"
"Bridgewater Township","44,612","17","1","2","5","9","658","80","551","27","0"
"Brielle","4,790","2","0","0","1","1","51","9","40","2","0"
"Brigantine","9,481","5","0","1","0","4","239","58","179","2","2"
"Brooklawn","1,962","21","0","4","13","4","236","28","199","9","0"
"Buena","4,618","19","0","1","2","16","98","27","68","3","0"
"Burlington","9,953","43","0","6","19","18","239","45","176","18","2"
"Burlington Township","22,669","37","0","7","9","21","401","85","292","24","1"
"Butler","7,564","5","0","1","1","3","103","38","61","4","0"
"Byram Township","8,378","10","0","0","3","7","47","14","33","0","0"
"Caldwell","7,848","6","0","0","1","5","73","19","50","4","0"
"Califon","1,080","1","0","0","0","1","0","0","0","0","0"
"Camden","77,604","2,152","47","66","857","1,182","4,462","1,436","2,226","800","136"
"Cape May","3,619","3","0","1","0","2","199","28","168","3","0"
"Cape May Point","292","0","0","0","0","0","13","5","8","0","0"
"Carlstadt","6,147","5","0","1","0","4","160","10","119","31","0"
"Carney's Point Township","8,076","14","0","1","4","9","198","57","126","15","7"
"Carteret","22,920","47","2","5","17","23","461","101","317","43","1"
"Cedar Grove Township","12,452","5","0","1","0","4","140","36","94","10","1"
"Chatham","8,992","3","0","1","1","1","54","13","38","3","0"
"Chatham Township","10,487","0","0","0","0","0","33","6","25","2","0"
"Cherry Hill Township","71,281","112","1","2","59","50","2,387","290","1,969","128","4"
"Chesilhurst","1,639","1","0","0","1","0","42","16","24","2","1"
"Chester","1,654","3","0","0","0","3","23","4","19","0","0"
"Chesterfield Township","7,725","0","0","0","0","0","11","3","7","1","0"
"Chester Township","7,864","2","1","0","0","1","62","20","41","1","1"
"Cinnaminson Township","15,621","16","0","5","5","6","386","87","293","6","4"
"Clark Township","14,805","4","0","0","1","3","196","16","174","6","1"
"Clayton","8,206","9","0","0","3","6","164","27","127","10","1"
"Clementon","5,017","17","0","0","12","5","316","102","205","9","2"
"Cliffside Park","23,673","30","1","0","7","22","189","58","122","9","0"
"Clifton","84,416","215","2","10","101","102","1,638","311","1,131","196","12"
"Clinton","2,728","8","0","2","1","5","15","3","11","1","0"
"Clinton Township","13,523","7","0","0","0","7","80","26","51","3","0"
"Closter","8,401","4","0","0","4","0","74","17","57","0","0"
"Collingswood","13,972","34","0","3","21","10","546","107","417","22","2"
"Colts Neck Township","10,176","3","0","0","1","2","88","21","58","9","0"
"Cranbury Township","3,870","2","0","0","0","2","36","4","31","1","1"
"Cranford Township","22,700","8","1","0","2","5","246","42","192","12","0"
"Cresskill","8,602","3","0","0","0","3","42","12","26","4","0"
"Deal","752","3","0","0","0","3","77","24","52","1","0"
"Delanco Township","4,297","5","0","0","1","4","148","25","119","4","3"
"Delaware Township","4,578","0","0","0","0","0","35","6","25","4","0"
"Delran Township","16,952","19","0","3","5","11","303","66","225","12","0"
"Demarest","4,897","0","0","0","0","0","36","10","25","1","0"
"Denville Township","16,690","4","0","0","1","3","183","26","150","7","0"
"Deptford Township","30,663","84","0","5","39","40","1,871","324","1,482","65","0"
"Dover","18,217","51","1","2","28","20","399","84","302","13","0"
"Dumont","17,537","10","1","1","2","6","96","14","81","1","0"
"Dunellen","7,251","11","0","0","2","9","198","45","149","4","0"
"Eastampton Township","6,089","4","0","0","1","3","112","29","82","1","0"
"East Brunswick Township","47,670","47","0","1","19","27","813","96","705","12","8"
"East Greenwich Township","9,587","5","0","1","0","4","133","37","89","7","0"
"East Hanover Township","11,194","4","0","0","0","4","209","29","170","10","0"
"East Newark","2,414","4","0","0","2","2","25","8","10","7","1"
"East Orange","64,484","420","6","16","155","243","1,235","458","454","323","20"
"East Rutherford","8,943","12","0","0","3","9","219","26","171","22","0"
"East Windsor Township","27,280","20","0","2","4","14","268","49","201","18","0"
"Eatontown","12,751","34","0","3","14","17","479","66","403","10","0"
"Edgewater","11,551","4","0","0","2","2","184","29","149","6","0"
"Edgewater Park Township","8,911","12","0","0","11","1","207","41","157","9","0"
"Edison Township","100,300","142","2","9","65","66","1,832","343","1,279","210","12"
"Egg Harbor City","4,257","18","0","1","5","12","150","43","101","6","0"
"Egg Harbor Township","43,467","120","2","9","32","77","981","213","733","35","9"
"Elizabeth","125,386","1,315","17","38","723","537","5,099","1,162","2,641","1,296","17"
"Elk Township","4,230","9","0","0","2","7","113","35","75","3","2"
"Elmer","1,400","2","0","0","0","2","4","0","4","0","0"
"Elmwood Park","19,468","22","0","0","12","10","405","68","314","23","1"
"Elsinboro Township","1,039","4","0","0","2","2","24","6","18","0","0"
"Emerson","7,426","1","0","0","0","1","67","9","58","0","1"
"Englewood","27,237","68","1","0","22","45","329","111","198","20","3"
"Englewood Cliffs","5,299","2","0","0","0","2","65","11","41","13","0"
"Englishtown","1,853","3","0","0","0","3","15","3","12","0","0"
"Essex Fells","2,120","0","0","0","0","0","18","0","16","2","0"
"Evesham Township","45,690","39","0","11","5","23","737","122","597","18","2"
"Ewing Township","35,909","85","2","7","44","32","814","257","511","46","1"
"Fairfield Township, Essex County","7,491","11","0","0","6","5","301","60","221","20","0"
"Fair Haven","6,141","1","0","1","0","0","51","4","44","3","0"
"Fair Lawn","32,565","27","0","1","18","8","380","73","294","13","6"
"Fairview","13,881","34","1","0","17","16","190","62","113","15","0"
"Fanwood","7,342","3","0","0","2","1","89","22","65","2","0"
"Far Hills","922","0","0","0","0","0","12","2","9","1","0"
"Fieldsboro","542","0","0","0","0","0","0","0","0","0","0"
"Flemington","4,596","6","0","0","4","2","97","12","84","1","0"
"Florence Township","12,149","20","0","0","4","16","113","49","63","1","1"
"Florham Park","11,735","3","0","2","0","1","87","16","69","2","0"
"Fort Lee","35,463","19","0","3","5","11","331","58","261","12","0"
"Franklin","5,062","2","0","2","0","0","158","16","140","2","0"
"Franklin Lakes","10,625","2","0","0","2","0","87","15","66","6","1"
"Franklin Township, Gloucester County","16,876","14","0","1","3","10","320","116","194","10","0"
"Franklin Township, Hunterdon County","3,206","3","0","0","1","2","47","9","38","0","0"
"Franklin Township, Somerset County","62,507","78","1","3","43","31","984","268","656","60","6"
"Freehold","12,092","22","0","2","9","11","263","76","180","7","0"
"Freehold Township","36,304","37","1","5","12","19","1,093","124","953","16","3"
"Frenchtown","1,378","0","0","0","0","0","31","5","26","0","0"
"Galloway Township","37,473","85","2","8","22","53","751","242","472","37","11"
"Garfield","30,588","81","0","1","28","52","511","138","328","45","0"
"Garwood","4,240","1","0","0","0","1","61","14","45","2","0"
"Gibbsboro","2,282","2","0","0","0","2","48","15","32","1","0"
"Glassboro","18,641","38","0","5","11","22","414","118","285","11","3"
"Glen Ridge","7,552","13","0","0","5","8","189","42","137","10","2"
"Glen Rock","11,640","0","0","0","0","0","71","14","54","3","1"
"Gloucester City","11,494","36","1","4","16","15","372","105","251","16","0"
"Gloucester Township","64,849","188","1","10","39","138","1,595","414","1,108","73","5"
"Green Brook Township","7,227","2","0","0","0","2","152","31","119","2","0"
"Greenwich Township, Gloucester County","4,915","2","0","0","1","1","183","62","117","4","0"
"Greenwich Township, Warren County","5,731","4","0","0","1","3","78","4","74","0","0"
"Guttenberg","11,213","25","0","0","6","19","109","41","62","6","1"
"Hackensack","43,157","94","0","2","37","55","890","121","697","72","0"
"Hackettstown","9,756","17","0","0","7","10","149","21","122","6","0"
"Haddonfield","11,632","9","0","1","1","7","220","45","173","2","1"
"Haddon Heights","7,498","5","0","2","0","3","154","31","120","3","0"
"Haddon Township","14,756","21","0","0","12","9","366","76","275","15","0"
"Haledon","8,346","16","0","0","8","8","244","73","144","27","0"
"Hamburg","3,288","3","0","0","0","3","39","3","33","3","0"
"Hamilton Township, Atlantic County","26,591","59","0","5","22","32","993","212","748","33","2"
"Hamilton Township, Mercer County","88,760","185","0","10","81","94","1,817","513","1,198","106","9"
"Hammonton","14,840","17","2","0","7","8","200","60","132","8","2"
