"Criminal Justice Information Services Division","Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home"
"City","Population","Violentcrime","Murder andnonnegligentmanslaughter","Forciblerape","Robbery","Aggravatedassault","Propertycrime","Burglary","Larceny-theft","Motorvehicletheft","Arson"
"Abbeville","2,701","13","0","1","2","10","65","12","51","2","1"
"Adamsville","4,544","37","2","2","7","26","300","61","226","13","2"
"Addison","762","1","0","0","0","1","28","9","15","4","1"
"Alabaster","30,498","59","2","1","10","46","656","86","541","29","1"
"Albertville","21,262","43","0","7","5","31","917","247","616","54","0"
"Alexander City","14,947","138","0","12","11","115","768","206","527","35","0"
"Andalusia","9,058","31","1","1","4","25","490","90","379","21","0"
"Anniston","23,217","411","11","21","85","294","2,323","996","1,227","100","14"
"Arab","8,089","63","1","3","6","53","676","165","460","51","13"
"Ardmore","1,200","3","0","0","0","3","30","8","21","1","0"
"Argo","4,091","8","0","1","0","7","43","18","21","4","0"
"Arley","359","1","0","0","0","1","19","3","15","1","0"
"Ashford","2,158","9","0","0","0","9","82","30","50","2","1"
"Ashland","2,047","13","0","2","0","11","42","8","31","3","0"
"Ashville","2,223","6","2","0","0","4","35","5","29","1","1"
"Athens","22,002","38","1","4","18","15","771","144","601","26","0"
"Atmore","10,243","57","2","3","12","40","386","112","260","14","0"
"Auburn","53,637","152","0","12","48","92","2,143","550","1,520","73","1"
"Bay Minette","8,083","34","0","4","13","17","325","55","255","15","2"
"Bayou La Batre","2,570","30","1","1","3","25","208","75","108","25","1"
"Bessemer","27,588","464","10","23","126","305","3,274","981","2,011","282","16"
"Birmingham","213,258","3,163","54","182","1,011","1,916","17,841","5,806","10,522","1,513","123"
"Blountsville","1,692","14","0","0","1","13","78","26","49","3","0"
"Boaz","9,597","12","0","2","0","10","453","92","345","16","0"
"Brent","4,971","22","0","1","2","19","120","33","77","10","1"
"Brewton","5,434","90","0","5","1","84","276","52","215","9","1"
"Brighton","2,959","0","0","0","0","0","1","0","0","1","4"
"Brilliant","904","2","0","0","0","2","17","7","9","1","1"
"Brookside","1,370","4","0","0","0","4","23","11","12","0","0"
"Brundidge","2,086","4","0","1","1","2","22","2","19","1","0"
"Butler","1,903","4","0","0","1","3","45","20","24","1","1"
"Camp Hill","1,019","0","0","0","0","0","5","0","3","2","0"
"Carbon Hill","2,031","7","0","0","0","7","76","16","46","14","0"
"Carrollton","1,024","4","0","0","0","4","28","8","18","2","1"
"Cedar Bluff","1,829","26","1","0","2","23","254","89","150","15","0"
"Centre","3,506","17","0","1","3","13","190","40","140","10","3"
"Centreville","2,791","1","0","0","0","1","32","10","21","1","1"
"Chatom","1,294","9","0","0","0","9","24","7","17","0","0"
"Chickasaw","6,135","31","0","2","6","23","340","91","225","24","2"
"Citronelle","3,924","22","1","1","3","17","192","67","112","13","2"
"Clanton","8,660","55","0","2","7","46","600","124","454","22","1"
"Clayhatchee","592","0","0","0","0","0","2","0","2","0","0"
"Collinsville","1,993","8","0","2","2","4","70","17","46","7","0"
"Columbiana","4,217","11","0","1","0","10","139","35","95","9","0"
"Coosada","1,230","1","0","0","0","1","33","8","24","1","0"
"Cordova","2,105","10","0","0","1","9","142","33","98","11","2"
"Cottonwood","1,295","2","0","0","0","2","18","6","12","0","0"
"Creola","1,935","11","1","0","0","10","112","13","93","6","0"
"Cullman","14,846","28","0","11","8","9","777","117","620","40","1"
"Dadeville","3,246","33","0","1","2","30","129","39","85","5","1"
"Daleville","5,320","37","0","4","2","31","170","56","105","9","0"
"Daphne","21,674","36","1","0","12","23","523","116","389","18","0"
"Dauphin Island","1,244","3","0","0","0","3","50","9","39","2","0"
"Decatur","55,951","197","3","19","56","119","2,109","815","1,131","163","13"
"Demopolis","7,519","51","0","5","8","38","365","68","284","13","0"
"Dora","2,035","16","0","1","2","13","94","30","59","5","0"
"Dothan","65,811","343","2","22","106","213","2,737","607","2,014","116","0"
"Double Springs","1,088","1","0","0","0","1","26","9","16","1","1"
"Douglas","748","4","0","0","0","4","96","43","49","4","0"
"East Brewton","2,490","27","0","3","2","22","95","21","67","7","0"
"Eclectic","1,006","12","0","1","0","11","45","7","35","3","0"
"Elba","3,959","29","0","1","4","24","134","34","93","7","0"
"Elberta","1,505","8","0","0","0","8","45","18","26","1","0"
"Enterprise","26,690","122","1","15","23","83","1,081","293","729","59","3"
"Eufaula","13,200","31","0","8","1","22","634","79","545","10","0"
"Eutaw","2,948","51","0","2","3","46","96","29","57","10","2"
"Evergreen","3,963","42","1","6","4","31","214","49","152","13","2"
"Excel","726","0","0","0","0","0","15","1","13","1","1"
"Fairfield","11,171","191","4","9","82","96","1,296","446","752","98","1"
"Fairhope","15,400","46","1","4","9","32","625","124","492","9","0"
"Fayette","4,641","19","0","0","1","18","119","28","85","6","0"
"Flomaton","1,447","14","0","0","0","14","53","11","36","6","0"
"Florala","1,990","6","0","1","0","5","49","9","33","7","0"
"Florence","39,508","88","1","10","29","48","1,592","394","1,155","43","2"
"Foley","14,688","66","0","4","11","51","693","82","583","28","2"
"Fort Deposit","1,350","4","0","0","1","3","14","0","13","1","0"
"Fort Payne","14,079","27","0","2","6","19","488","102","369","17","3"
"Fultondale","8,420","14","0","1","5","8","434","76","333","25","2"
"Fyffe","1,023","0","0","0","0","0","38","8","29","1","0"
"Gadsden","37,033","299","5","25","76","193","2,973","768","1,967","238","18"
"Gardendale","13,960","22","0","3","5","14","444","90","338","16","0"
"Geneva","4,473","15","0","1","1","13","107","17","86","4","0"
"Georgiana","1,746","15","0","0","2","13","30","10","18","2","0"
"Geraldine","900","1","0","0","1","0","31","12","16","3","0"
"Glencoe","5,185","10","0","1","0","9","130","56","67","7","0"
"Gordo","1,758","7","1","0","0","6","21","11","6","4","0"
"Grant","900","4","0","0","0","4","24","12","10","2","0"
"Greensboro","2,509","3","0","0","0","3","2","0","2","0","0"
"Greenville","8,174","69","0","3","8","58","409","65","319","25","0"
"Grove Hill","1,578","3","0","1","0","2","17","9","8","0","1"
"Guin","2,387","6","0","1","0","5","34","7","21","6","0"
"Gulf Shores","9,788","42","0","7","2","33","547","138","391","18","4"
"Guntersville","8,236","54","0","6","7","41","809","186","595","28","0"
"Gurley","805","2","0","0","0","2","3","2","1","0","0"
"Hackleburg","1,523","3","0","0","0","3","35","8","22","5","1"
"Haleyville","4,193","17","0","1","3","13","212","36","169","7","0"
"Hamilton","6,918","20","1","3","1","15","191","35","145","11","4"
"Hanceville","2,996","24","0","1","4","19","111","49","56","6","0"
"Harpersville","1,645","3","0","0","0","3","10","2","8","0","0"
"Hartford","2,637","18","0","4","1","13","92","11","75","6","0"
"Hartselle","14,324","20","0","3","4","13","458","89","352","17","0"
"Hayneville","936","9","1","0","0","8","29","18","11","0","21"
"Headland","4,532","2","0","0","1","1","58","14","42","2","1"
"Heflin","3,497","11","0","1","1","9","129","35","86","8","0"
"Helena","16,874","10","0","1","0","9","177","28","138","11","0"
"Henagar","2,355","2","0","0","0","2","57","15","40","2","0"
"Hokes Bluff","4,307","5","0","1","0","4","54","18","35","1","0"
"Hollywood","1,005","0","0","0","0","0","13","5","6","2","0"
"Homewood","25,288","57","0","5","28","24","989","180","744","65","2"
"Hoover","82,012","59","0","7","35","17","2,194","422","1,663","109","0"
"Hueytown","16,183","41","2","3","16","20","658","163","474","21","1"
"Huntsville","180,972","1,518","13","51","405","1,049","9,749","2,677","6,306","766","23"
"Irondale","12,408","50","2","0","17","31","595","223","338","34","2"
"Jackson","5,253","28","1","3","3","21","254","61","187","6","0"
"Jacksonville","12,608","31","0","2","8","21","467","154","301","12","5"
"Jasper","14,421","95","1","8","26","60","1,019","206","755","58","7"
"Jemison","2,597","20","0","0","2","18","168","43","109","16","0"
"Killen","1,113","2","0","0","0","2","46","20","24","2","0"
"Kimberly","2,724","1","0","0","0","1","23","9","14","0","0"
"Kinston","543","3","0","1","0","2","21","7","12","2","0"
"Lafayette","3,017","35","0","3","1","31","172","33","132","7","0"
"Lake View","1,952","5","0","1","0","4","26","10","14","2","0"
"Lanett","6,499","81","1","4","4","72","663","182","449","32","0"
"Leeds","11,830","54","1","1","18","34","528","107","390","31","1"
"Leesburg","1,032","9","0","0","1","8","69","17","50","2","0"
"Leighton","733","0","0","0","0","0","16","7","9","0","0"
"Level Plains","2,095","6","0","0","1","5","52","19","21","12","1"
"Lincoln","6,296","27","1","2","4","20","315","91","209","15","0"
"Linden","2,133","2","0","0","0","2","84","37","45","2","0"
"Lineville","2,407","20","0","1","0","19","39","9","26","4","0"
"Lipscomb","2,221","18","0","1","4","13","92","40","44","8","4"
"Littleville","1,016","2","0","0","0","2","18","5","10","3","0"
"Livingston","3,502","19","0","1","0","18","96","26","65","5","0"
"Loxley","1,640","7","0","0","0","7","156","22","107","27","0"
"Madison","43,145","103","1","19","20","63","902","217","630","55","21"
"Maplesville","711","1","0","1","0","0","16","4","8","4","0"
"Margaret","4,449","5","0","0","0","5","32","8","23","1","0"
"Marion","3,704","0","0","0","0","0","0","0","0","0","1"
"McIntosh","239","7","0","0","4","3","29","5","20","4","0"
"Midfield","5,391","30","1","1","18","10","346","178","151","17","0"
"Midland City","2,355","2","0","0","0","2","18","4","11","3","0"
"Millbrook","14,710","40","0","9","6","25","654","214","421","19","0"
"Mobile2","251,869","1,619","30","48","637","904","13,650","4,058","8,891","701","70"
"Monroeville","6,550","96","2","8","7","79","494","84","386","24","2"
"Montevallo","6,353","27","1","2","11","13","191","36","145","10","1"
"Montgomery","206,754","707","31","38","354","284","10,744","2,885","7,043","816","31"
"Moody","11,782","14","0","0","2","12","279","56","203","20","0"
"Morris","1,868","4","0","0","1","3","33","5","24","4","1"
"Moulton","3,488","8","0","1","0","7","101","35","58","8","1"
"Moundville","2,439","13","0","1","1","11","72","18","50","4","0"
"Mountain Brook","20,511","12","0","1","6","5","358","75","276","7","1"
"Mount Vernon","1,582","28","1","1","3","23","114","29","72","13","1"
"Muscle Shoals","13,209","65","1","2","12","50","576","129","413","34","0"
"Napier Field","356","2","0","0","0","2","16","4","10","2","0"
"New Brockton","1,152","12","0","0","3","9","36","17","16","3","0"
"New Site","777","2","0","0","1","1","11","2","9","0","0"
"Newton","1,518","4","0","0","0","4","35","11","19","5","0"
"Northport","23,442","153","3","8","32","110","886","243","579","64","3"
"Notasulga","970","10","0","1","1","8","93","55","36","2","0"
"Odenville","3,602","16","0","1","0","15","81","15","53","13","2"
"Oneonta","6,599","37","0","0","2","35","174","24","137","13","0"
"Opelika","26,604","115","2","17","41","55","2,036","406","1,597","33","0"
"Opp","6,691","7","0","0","2","5","158","27","131","0","0"
"Orange Beach","5,467","12","0","5","0","7","330","61","255","14","0"
"Owens Crossroads","1,528","0","0","0","0","0","11","3","8","0","0"
"Oxford","21,451","108","4","6","20","78","1,301","226","1,003","72","2"
"Ozark","14,979","110","1","6","24","79","886","161","668","57","2"
"Parrish","987","2","0","0","0","2","40","1","35","4","0"
"Pelham","21,455","20","1","1","3","15","405","57","332","16","1"
"Pell City","12,756","63","0","4","8","51","566","101","435","30","3"
"Phenix City","32,980","214","7","22","39","146","2,185","590","1,379","216","0"
"Phil Campbell","1,154","3","0","0","0","3","19","5","12","2","0"
