"Criminal Justice Information Services Division","Feedback |
Contact Us |
Data Quality Guidelines |
UCR Home"
"City","Population","Violentcrime","Murder andnonnegligentmanslaughter","Forciblerape","Robbery","Aggravatedassault","Propertycrime","Burglary","Larceny-theft","Motorvehicletheft","Arson"
"Albany","2,581","","0","","0","1","16","5","10","1","0"
"Albert Lea","18,155","","0","","1","24","454","50","389","15","2"
"Alexandria","11,155","","0","","1","12","364","37","313","14","1"
"Annandale","3,253","","0","","0","5","96","15","77","4","0"
"Anoka","17,274","","1","","17","15","878","112","730","36","1"
"Appleton","1,423","","0","","0","2","40","10","26","4","0"
"Apple Valley","49,463","","0","","13","19","1,191","139","1,029","23","5"
"Arden Hills","9,626","","0","","2","3","148","15","123","10","2"
"Aurora","1,695","","0","","0","0","0","0","0","0","0"
"Austin","24,909","","0","","10","39","757","142","582","33","3"
"Avon","1,407","","0","","0","0","22","7","14","1","1"
"Babbitt","1,486","","0","","0","0","0","0","0","0","0"
"Baxter","7,669","","0","","1","3","384","4","378","2","0"
"Bayport","3,498","","0","","0","0","27","5","20","2","0"
"Becker","4,573","","0","","0","6","37","5","30","2","0"
"Belgrade","746","","0","","0","0","0","0","0","0","0"
"Belle Plaine","6,712","","0","","1","3","129","15","111","3","0"
"Bemidji","13,535","","0","","6","39","1,090","105","944","41","0"
"Benson","3,265","","0","","0","4","82","21","60","1","0"
"Big Lake","10,138","","0","","0","18","100","16","76","8","0"
"Blackduck","791","","0","","0","1","39","4","35","0","0"
"Blaine","57,627","","0","","14","30","1,960","193","1,716","51","10"
"Bloomington","83,533","","0","","41","70","3,151","251","2,813","87","21"
"Blue Earth","3,379","","0","","0","2","26","3","22","1","0"
"Brainerd","13,695","","0","","5","33","671","118","532","21","1"
"Breckenridge","3,412","","0","","0","4","53","5","46","2","0"
"Brooklyn Center","30,336","","0","","64","53","1,535","252","1,194","89","11"
"Brooklyn Park","76,366","","5","","103","102","2,844","506","2,203","135","10"
"Brownton","768","","0","","0","0","2","1","1","0","0"
"Buffalo","15,572","","0","","3","10","416","46","363","7","0"
"Burnsville","60,771","","1","","24","78","1,679","214","1,419","46","5"
"Caledonia","2,890","","0","","0","2","57","6","47","4","0"
"Cambridge","8,174","","0","","1","5","324","32","274","18","1"
"Cannon Falls","4,115","","0","","0","6","105","11","91","3","1"
"Centennial Lakes","10,842","","1","","0","4","191","26","160","5","0"
"Champlin","23,267","","0","","6","9","474","58","410","6","2"
"Chaska","23,953","","1","","6","12","298","37","253","8","3"
"Chisholm","5,014","","0","","2","3","90","4","80","6","0"
"Cloquet","12,218","","0","","3","13","507","52","439","16","3"
"Cold Spring","5,489","","0","","0","5","41","5","34","2","1"
"Columbia Heights","19,646","","0","","20","38","612","128","456","28","4"
"Coon Rapids","61,950","","2","","16","57","2,672","254","2,361","57","13"
"Corcoran","5,421","","0","","0","3","46","4","39","3","0"
"Cottage Grove","34,856","","0","","2","5","578","77","485","16","1"
"Crookston","7,952","","0","","1","7","77","26","46","5","2"
"Crosby","2,404","","0","","0","2","36","7","27","2","0"
"Crystal","22,322","","0","","14","21","642","94","518","30","5"
"Dawson","1,552","","0","","0","1","16","5","11","0","0"
"Dayton","4,707","","0","","0","3","53","10","33","10","0"
"Deephaven-Woodland","4,110","","0","","0","1","29","11","18","0","0"
"Detroit Lakes","8,635","","0","","2","8","407","27","371","9","0"
"Dilworth","4,055","","0","","0","1","121","6","108","7","0"
"Duluth","86,931","","0","","82","164","4,346","756","3,424","166","19"
"Eagan","64,702","","0","","11","23","1,512","185","1,278","49","5"
"Eagle Lake","2,441","","0","","0","2","28","6","21","1","0"
"East Grand Forks","8,667","","0","","2","9","208","36","170","2","1"
"Eden Prairie","61,266","","0","","12","14","960","127","811","22","5"
"Edina","48,311","","0","","7","3","767","108","645","14","0"
"Elk River","23,151","","0","","5","6","618","90","513","15","2"
"Elmore","668","","0","","0","1","12","3","7","2","0"
"Ely","3,487","","0","","0","1","58","2","54","2","0"
"Eveleth","3,747","","0","","0","10","117","22","90","5","0"
"Fairmont","10,748","","0","","1","7","311","53","248","10","0"
"Falcon Heights","5,362","","0","","3","1","102","17","80","5","0"
"Faribault","23,532","","0","","8","45","669","143","496","30","14"
"Farmington","21,249","","0","","0","23","191","21","163","7","1"
"Fergus Falls","13,239","","0","","4","22","392","58","325","9","1"
"Floodwood","532","","0","","0","4","33","1","32","0","0"
"Forest Lake","18,517","","0","","7","7","474","65","372","37","3"
"Fridley","27,418","","0","","29","39","1,270","181","1,029","60","2"
"Gilbert","1,813","","0","","0","0","1","1","0","0","0"
"Glencoe","5,674","","0","","1","4","89","13","75","1","1"
"Glenwood","2,584","","0","","0","0","3","2","1","0","0"
"Golden Valley","20,528","","0","","5","8","438","85","339","14","1"
"Goodview","4,067","","0","","0","10","96","26","64","6","0"
"Grand Rapids","10,953","","0","","0","9","435","33","387","15","2"
"Granite Falls","2,919","","0","","0","5","54","11","43","0","0"
"Hallock","989","","0","","0","0","0","0","0","0","0"
"Hastings","22,343","","0","","2","24","563","88","450","25","0"
"Hermantown","9,487","","0","","1","10","318","56","245","17","0"
"Hibbing","16,487","","0","","1","24","181","9","168","4","1"
"Hilltop","750","","0","","3","11","66","11","51","4","0"
"Hokah","584","","0","","0","1","28","11","16","1","0"
"Hopkins","17,727","","0","","11","17","447","98","333","16","6"
"Houston","987","","0","","0","3","14","2","12","0","0"
"Hoyt Lakes","2,033","","0","","0","0","0","0","0","0","0"
"Hutchinson","14,287","","0","","6","10","341","34","299","8","4"
"Inver Grove Heights","34,141","","0","","15","55","624","110","494","20","9"
"Janesville","2,273","","0","","0","0","34","7","26","1","0"
"Jordan","5,512","","0","","0","1","107","3","101","3","0"
"Kasson","5,977","","0","","0","2","43","8","32","3","1"
"Kimball","768","","0","","0","3","0","0","0","0","0"
"La Crescent","4,867","","0","","0","0","55","8","47","0","2"
"Lake City","5,102","","0","","0","1","128","16","107","5","0"
"Lake Crystal","2,569","","0","","0","1","34","15","18","1","2"
"Lakefield","1,707","","0","","0","2","26","5","20","1","0"
"Lakes Area","9,481","","0","","0","8","180","30","142","8","0"
"Lakeville","56,386","","0","","3","15","771","108","643","20","4"
"Lauderdale","2,397","","0","","0","0","44","16","25","3","0"
"Lester Prairie","1,743","","0","","0","2","28","4","24","0","0"
"Lewiston","1,633","","0","","0","0","1","1","0","0","0"
"Lino Lakes","20,372","","0","","0","14","216","41","168","7","3"
"Litchfield","6,778","","0","","0","2","100","21","74","5","0"
"Little Canada","9,848","","0","","4","2","238","32","166","40","3"
"Little Falls","8,407","","1","","0","9","176","16","153","7","0"
"Long Prairie","3,485","","0","","0","2","84","4","79","1","0"
"Madison","1,563","","0","","0","0","19","5","14","0","0"
"Mankato","39,612","","1","","21","49","1,859","390","1,419","50","11"
"Maple Grove","62,042","","0","","11","18","1,202","156","1,026","20","3"
"Mapleton","1,770","","0","","0","1","23","3","19","1","0"
"Maplewood","38,311","","0","","25","34","2,238","269","1,825","144","2"
"Marshall","13,786","","0","","2","10","415","60","339","16","1"
"Medina","4,930","","0","","1","2","149","19","129","1","0"
"Melrose","3,626","","0","","0","0","30","11","17","2","0"
"Mendota Heights","11,156","","0","","2","9","256","31","215","10","0"
"Milaca","2,969","","0","","0","1","16","1","15","0","0"
"Minneapolis","385,531","3,722","32","386","1,589","1,715","19,190","5,104","12,311","1,775","140"
"Minnetonka","50,118","","0","","11","13","910","154","725","31","9"
"Minnetrista","8,734","","0","","0","2","119","17","99","3","0"
"Montevideo","5,425","","0","","0","4","156","8","142","6","0"
"Montgomery","2,979","","0","","0","2","42","13","29","0","0"
"Moorhead","38,359","","0","","13","17","824","101","683","40","3"
"Moose Lake","2,772","","0","","0","4","76","3","72","1","0"
"Morris","5,327","","0","","0","5","121","15","99","7","0"
"Mound","9,122","","0","","0","2","185","40","139","6","0"
"Mounds View","12,249","","0","","6","15","380","47","311","22","5"
"Mountain Iron","2,891","","0","","0","0","0","0","0","0","0"
"Mountain Lake","2,120","","0","","0","0","0","0","0","0","0"
"New Brighton","21,622","","0","","10","17","501","72","383","46","1"
"New Hope","20,496","","1","","11","14","493","54","409","30","2"
"Newport","3,462","","0","","5","4","121","28","81","12","1"
"New Prague","7,378","","0","","0","3","161","22","136","3","3"
"New Richland","1,212","","0","","0","2","0","0","0","0","0"
"New Ulm","13,626","","0","","0","3","283","97","184","2","0"
"North Branch","10,203","","0","","1","6","282","25","249","8","1"
"Northfield","20,161","","1","","2","6","315","51","249","15","2"
"North Mankato","13,497","","0","","3","0","314","47","259","8","3"
"North Oaks","4,503","","0","","1","0","32","5","27","0","1"
"Oakdale","27,589","","2","","6","28","1,117","125","934","58","8"
"Oak Park Heights","4,372","","0","","0","3","230","15","209","6","0"
"Olivia","2,503","","0","","0","7","118","12","94","12","0"
"Orono","11,501","","0","","2","0","119","19","99","1","1"
"Ortonville","1,931","","0","","0","0","16","3","11","2","0"
"Osakis","1,753","","0","","0","1","31","10","19","2","0"
"Owatonna","25,797","","0","","12","18","491","119","352","20","1"
"Park Rapids","3,738","","1","","0","8","217","31","176","10","0"
"Paynesville","2,451","","0","","0","1","80","19","58","3","0"
"Plymouth","71,121","","0","","12","31","1,212","276","908","28","4"
"Princeton","4,734","","0","","0","5","171","16","150","5","0"
"Prior Lake","22,972","","0","","7","15","454","64","373","17","0"
"Proctor","3,081","","0","","3","3","95","19","71","5","0"
"Ramsey","23,851","","0","","4","8","548","55","480","13","1"
"Red Wing","16,586","","0","","6","22","639","138","479","22","5"
"Redwood Falls","5,295","","0","","1","11","160","23","133","4","0"
"Richfield","35,500","","0","","39","30","869","162","659","48","2"
"Robbinsdale","14,061","","0","","19","20","475","112","342","21","2"
"Rochester","107,593","","1","","65","102","2,323","425","1,809","89","20"
"Rogers","8,663","","0","","0","6","68","3","65","0","0"
"Roseau","2,653","","0","","0","2","22","0","22","0","1"
"Rosemount","22,043","","0","","2","7","326","43","280","3","0"
"Roseville","33,920","","0","","25","33","1,507","150","1,257","100","3"
"Sartell","15,999","","0","","0","9","252","32","217","3","1"
"Sauk Centre","4,350","","0","","0","5","83","17","60","6","0"
"Sauk Rapids","12,872","","0","","2","2","109","25","81","3","0"
"Savage","27,119","","0","","6","13","631","96","515","20","11"
"Shakopee","37,362","","0","","4","49","1,026","124","874","28","4"
"Shoreview","25,236","","0","","4","7","291","46","229","16","3"
"Silver Bay","1,902","","0","","0","2","15","4","10","1","0"
"Silver Lake","843","","0","","0","1","5","1","4","0","0"
"Slayton","2,170","","0","","1","0","17","1","14","2","0"
"South Lake Minnetonka","11,747","","0","","2","3","142","21","119","2","0"
"South St. Paul","20,316","","0","","10","71","575","126","433","16","8"
"Spring Lake Park","6,461","","0","","4","13","329","38","274","17","3"
"St. Anthony","8,289","","0","","5","2","306","59","240","7","0"
"Staples","3,004","","0","","0","1","84","14","69","1","0"
"St. Charles","3,764","","0","","0","1","29","3","18","8","0"
"St. Cloud","66,350","","0","","45","129","2,578","431","2,040","107","8"
"St. Francis","7,274","","0","","0","7","136","19","110","7","4"
"Stillwater","18,366","","0","","3","8","474","83","377","14","1"
"St. James","4,641","","0","","0","2","74","13","58","3","0"
